batch_fit_time,dbi,mia,n_sample,preprocessing,silhouette,t0,total_sample,transform,experiment_name,som_dim,n_clust,date
8.212469577789307,1.7462283084482224,49.45929486054023,3295202,,0.37245311698197286,1530468586.9421928,3295202,,exp2_kmeans,0,5,2018-07-01
8.382479429244995,2.0570320146166026,43.9074686858963,3295202,,0.019013659924077872,1530468602.3610747,3295202,,exp2_kmeans,0,8,2018-07-01
8.949512004852295,2.7508853215876146,296.1798259741506,3295202,,-0.019145129030705088,1530468617.4409373,3295202,,exp2_kmeans,0,11,2018-07-01
8.99951457977295,2.6159709077552544,36.34202984894821,3295202,,0.21849483100947656,1530468632.4447954,3295202,,exp2_kmeans,0,14,2018-07-01
9.17252492904663,2.525695443939586,59.91720892791033,3295202,,0.008343655437347948,1530468647.8236752,3295202,,exp2_kmeans,0,17,2018-07-01
13.646780729293823,2.385456851141371,41.04132410826876,3295202,,0.09895319699365665,1530468667.8638213,3295202,,exp2_kmeans,0,20,2018-07-01
15.176868200302124,2.346853032247665,34.26615914085341,3295202,,0.15188937597378968,1530468689.1310377,3295202,,exp2_kmeans,0,23,2018-07-01
15.619893312454224,2.3392610643500995,37.120281619797176,3295202,,0.11065528067297718,1530468711.1452968,3295202,,exp2_kmeans,0,26,2018-07-01
11.073633432388306,2.5601678551864984,47.708952681181465,3295202,,0.055860935070373235,1530468728.9903176,3295202,,exp2_kmeans,0,29,2018-07-01
15.183868408203125,2.3409441308727765,39.854940729245804,3295202,,0.06268229910457829,1530468750.5335498,3295202,,exp2_kmeans,0,32,2018-07-01
15.837906122207642,2.3040502975435726,41.46613677951976,3295202,,0.04348067445518086,1530468772.6898172,3295202,,exp2_kmeans,0,35,2018-07-01
11.107635498046875,2.7300810354651976,117.1906684173927,3295202,,-0.00264045424704654,1530468790.2668223,3295202,,exp2_kmeans,0,38,2018-07-01
11.303646326065063,2.659129499789576,140.55757768202648,3295202,,0.00011742918520489174,1530468808.219849,3295202,,exp2_kmeans,0,41,2018-07-01
11.87567925453186,2.5666244096670714,148.0154252310351,3295202,,0.03231863520036942,1530468826.6989062,3295202,,exp2_kmeans,0,44,2018-07-01
11.60966420173645,2.499544062864925,109.65132992632061,3295202,,-0.00042220030279319543,1530468844.7469385,3295202,,exp2_kmeans,0,47,2018-07-01
15.224870920181274,2.287795023339302,33.6736275311336,3295202,,0.057684897188240825,1530468866.7691982,3295202,,exp2_kmeans,0,50,2018-07-01
11.812675714492798,2.542617941416152,99.35783203314853,3295202,,-0.007741662615309506,1530468885.476268,3295202,,exp2_kmeans,0,53,2018-07-01
11.68466854095459,2.60911678649257,57.66102956514269,3295202,,-0.03579301454250852,1530468903.935324,3295202,,exp2_kmeans,0,56,2018-07-01
11.841677188873291,2.6986970733145434,123.05601632123451,3295202,,-0.05154069056382263,1530468922.8874078,3295202,,exp2_kmeans,0,59,2018-07-01
12.090691566467285,2.3278718949462314,32.23078947754008,3295202,,-0.08305607348751923,1530468941.9985008,3295202,,exp2_kmeans,0,62,2018-07-01
11.88267970085144,2.6203345812005794,108.28988922795338,3295202,,-0.029897691664509188,1530468960.9475849,3295202,,exp2_kmeans,0,65,2018-07-01
16.124922275543213,2.3437996544992004,30.3902655491177,3295202,,0.05041074785159101,1530468984.451929,3295202,,exp2_kmeans,0,68,2018-07-01
11.876679420471191,2.7364955253172547,139.35673922361931,3295202,,0.020414393496384842,1530469003.5150194,3295202,,exp2_kmeans,0,71,2018-07-01
12.736728429794312,2.395637477580228,33.465678498432624,3295202,,0.029602777564576525,1530469023.615169,3295202,,exp2_kmeans,0,74,2018-07-01
14.228813648223877,2.373816945140785,30.569664687635537,3295202,,0.037125559784266966,1530469045.5174217,3295202,,exp2_kmeans,0,77,2018-07-01
12.624722242355347,2.6819644491080536,113.09311221900624,3295202,,0.013752987638726549,1530469065.6285722,3295202,,exp2_kmeans,0,80,2018-07-01
21.267216682434082,2.3607843409626814,32.843807420822166,3295202,,0.03193573387201941,1530469094.5312254,3295202,,exp2_kmeans,0,83,2018-07-01
