batch_fit_time,dbi,mia,n_sample,preprocessing,silhouette,t0,total_sample,transform,experiment_name,som_dim,n_clust,date
780.4486392,2.439446535,0.419640046,3295202,normalize,0.04817072,1530526314,3295202,kmeans,exp2_norm_som+kmeans,40,86,2018-07-02
780.4486392,2.452341035,0.413897259,3295202,normalize,0.047438436,1530526343,3295202,kmeans,exp2_norm_som+kmeans,40,89,2018-07-02
780.4486392,2.478684947,0.417117314,3295202,normalize,0.046281101,1530526371,3295202,kmeans,exp2_norm_som+kmeans,40,92,2018-07-02
780.4486392,2.496154435,0.415369188,3295202,normalize,0.044774667,1530526402,3295202,kmeans,exp2_norm_som+kmeans,40,95,2018-07-02
780.4486392,2.488374765,0.408651228,3295202,normalize,0.042559088,1530526429,3295202,kmeans,exp2_norm_som+kmeans,40,98,2018-07-02
780.4486392,2.500237591,0.41497199,3295202,normalize,0.043285141,1530526458,3295202,kmeans,exp2_norm_som+kmeans,40,101,2018-07-02
780.4486392,2.579426151,0.40997062,3295202,normalize,0.041052632,1530526489,3295202,kmeans,exp2_norm_som+kmeans,40,104,2018-07-02
780.4486392,2.506859084,0.411583127,3295202,normalize,0.044016312,1530526518,3295202,kmeans,exp2_norm_som+kmeans,40,107,2018-07-02
780.4486392,2.570712198,0.408226953,3295202,normalize,0.041385078,1530526545,3295202,kmeans,exp2_norm_som+kmeans,40,110,2018-07-02
780.4486392,2.564770637,0.411201462,3295202,normalize,0.041987561,1530526573,3295202,kmeans,exp2_norm_som+kmeans,40,113,2018-07-02
780.4486392,2.540719504,0.406311383,3295202,normalize,0.033699656,1530526600,3295202,kmeans,exp2_norm_som+kmeans,40,116,2018-07-02
780.4486392,2.533043916,0.409145907,3295202,normalize,0.04237516,1530526628,3295202,kmeans,exp2_norm_som+kmeans,40,119,2018-07-02
780.4486392,2.570230678,0.409217784,3295202,normalize,0.042628936,1530526657,3295202,kmeans,exp2_norm_som+kmeans,40,122,2018-07-02
780.4486392,2.597912068,0.4102088,3295202,normalize,0.033686996,1530526686,3295202,kmeans,exp2_norm_som+kmeans,40,125,2018-07-02
780.4486392,2.605275532,0.405632133,3295202,normalize,0.039893365,1530526715,3295202,kmeans,exp2_norm_som+kmeans,40,128,2018-07-02
780.4486392,2.604236957,0.403800926,3295202,normalize,0.041740229,1530526745,3295202,kmeans,exp2_norm_som+kmeans,40,131,2018-07-02
780.4486392,2.616089318,0.406457666,3295202,normalize,0.037382868,1530526776,3295202,kmeans,exp2_norm_som+kmeans,40,134,2018-07-02
1240.10393,2.579911582,0.534289208,3295202,normalize,0.059396714,1530528045,3295202,kmeans,exp2_norm_som+kmeans,50,5,2018-07-02
1240.10393,2.44343834,0.529048335,3295202,normalize,0.074866621,1530528069,3295202,kmeans,exp2_norm_som+kmeans,50,8,2018-07-02
1240.10393,2.308719754,0.513426182,3295202,normalize,0.060457728,1530528092,3295202,kmeans,exp2_norm_som+kmeans,50,11,2018-07-02
1240.10393,2.222852501,0.498749962,3295202,normalize,0.061642075,1530528116,3295202,kmeans,exp2_norm_som+kmeans,50,14,2018-07-02
1240.10393,2.276755526,0.488811253,3295202,normalize,0.063515275,1530528139,3295202,kmeans,exp2_norm_som+kmeans,50,17,2018-07-02
1240.10393,2.30900132,0.481748857,3295202,normalize,0.06850742,1530528163,3295202,kmeans,exp2_norm_som+kmeans,50,20,2018-07-02
1240.10393,2.360712285,0.477549049,3295202,normalize,0.067460569,1530528190,3295202,kmeans,exp2_norm_som+kmeans,50,23,2018-07-02
