k,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,n_clust,cluster_size
0,0.7572945861076242,0.7082684482223474,0.6454813439981989,0.7235906779365315,0.8191931095018588,1.1838549345477052,1.5409180271825922,1.4042749101969514,1.2937210545255093,1.1755768318312974,1.1816522273588637,1.1960853452988025,1.1962996099262702,1.1576113394715437,1.1817886398458723,1.2161983692783453,1.375020342186951,1.7168705866454756,2.201046085234412,2.345038059358623,2.03423827238308,1.530214606273311,1.1367676546991037,0.9061662831668035,3,2499445
1,2.9071653367415213,2.6208891700789736,2.43045713328803,2.4772718320016027,2.8083418532165783,3.844908414774459,5.421128326017137,6.504500405142649,6.379607770889255,6.590135483575276,6.554567413098286,5.601525553479354,5.532043955452494,5.351678758032922,5.249322527217329,5.2775711112837005,5.584241792851127,6.936766451161002,7.83291101594061,8.157765802486523,7.378750949141382,6.091444619788882,4.473259874143349,3.57673242583381,3,687914
2,7.703912636555331,7.135899192791152,6.408822583551527,6.022303765732954,6.139786286913409,6.886034954834968,11.750064518870905,14.896823933120693,15.904901878044974,14.480555115530246,15.491549729970835,15.256089505327134,15.083925880963355,14.526934137576367,13.327604844186576,13.539360202798923,13.989499994870796,14.914102141224571,18.868041672504077,18.992513981910676,19.389788980300064,15.746388419349989,12.080612906435807,10.38731585578313,3,107843
0,3.6280576915881566,3.1681987154189595,2.7979282014754343,2.831984615735671,2.7764410245352833,3.4600858977415623,5.037782055501793,6.324767950647269,7.732475641321144,10.388032048063936,12.267449997961748,11.833801247485631,10.903919248517356,9.912746141690473,9.41056539150339,8.018379482720754,8.59078844993466,9.658241016453045,11.092344850037342,10.466548718825285,9.962583326617187,8.377020518067631,5.588107695199588,4.702470504335639,6,113232
1,1.7751179427337962,1.6255994858478076,1.520222783037899,1.59781547792224,1.8164381423078408,2.821746484245074,3.537776528636409,3.5413481011362284,3.417574201662423,3.165085952676388,3.079705023529359,3.1687542510473095,3.269472975866409,3.3340882255867763,3.1692480053699628,3.0882325571301696,3.437331723878943,4.25691555557017,4.915562993043826,5.228765198067746,4.655230857568334,3.6347739563480688,2.6080931130339806,2.1474050863254845,6,872567
2,3.3985749399927307,3.0901064121596367,2.729414729449706,2.899709949747382,3.3783359179167594,4.455252584381506,6.794571703075668,8.439024829406577,7.536733719097466,7.224046433299662,6.573470415451382,5.074547155177987,5.33682369881385,4.777616650728859,4.893725773714607,5.871114342518709,5.824545979356222,8.19077829046128,9.35912583649562,9.564448199968353,8.523130078686524,6.905291340656598,5.58888894528997,4.170607878658518,6,287023
3,0.5489840588246154,0.5134942739479258,0.48589155277042,0.5400274139878888,0.6007284059630769,0.8303577838847306,1.089675933929598,0.9515816492173799,0.857081132959745,0.8119068770946152,0.8298893111861319,0.7767754632960672,0.7348311429068631,0.7161759518090905,0.7726867030214588,0.8234477274061383,0.9737455650017605,1.164203813887113,1.5593972723928036,1.6746404295083392,1.4310426898429538,1.0728322777443715,0.7898645993080929,0.6414374280026418,6,1938311
4,16.364069444444443,16.719305555555554,19.038569444444445,17.856180555555554,19.038291666666666,18.322430555555556,21.497138888888887,24.748652777777778,31.413194444444443,30.03747222222222,30.17198611111111,27.91860555555556,27.713916666666666,24.93059722222222,20.438333333333336,19.509208333333333,18.574083333333334,26.889055555555554,26.931833333333334,29.508625,30.947708333333335,28.87540277777778,27.20063888888889,20.235430555555556,6,10509
5,7.468585272658702,6.824866282652053,5.5307868279130865,5.382063953525623,5.705019375043769,6.178548462367048,12.131176359163321,16.18392442679359,16.48294766090868,13.618992257084956,14.26499223817596,13.20040503305797,13.490311726750196,13.706922471234968,13.032577522638695,13.85647480250329,14.355374034450033,14.124139527784763,18.26467056164631,19.068721698565813,19.920331397906757,15.663488340701244,11.623558145345644,10.367501933764306,6,73560
0,0.4081454006799107,0.38849151000045545,0.36060553455706185,0.39426923261954705,0.42152626376654195,0.5465101536350391,0.7527877791046989,0.6545091757501039,0.5451696598871029,0.5336620199347071,0.5547477653004529,0.5431864303696868,0.5512657696352685,0.519906393590975,0.5404673726887435,0.5551333289246393,0.6131652529643326,0.7402219901489413,1.1536577264413732,1.1901702539048449,1.0192658656330087,0.7530969655745611,0.5601896539896859,0.4529090414453757,9,887653
1,6.0448141075403266,5.7444359104939,4.912961527125957,4.422384624105233,4.826878203552503,4.780070510735879,11.532416656842598,17.784839757852065,16.66214742795015,12.496032056924625,14.807025656993575,8.987750000907825,10.126403849153947,7.593532043261405,8.058769229442646,10.912993626521184,7.155935898438478,8.412602570662132,10.340006421749406,8.664448704340519,9.006737171075285,7.624256402795131,6.595147441153343,9.084198720541519,9,47218
2,2.8683725162098894,2.4654373806819954,2.423908420044004,2.4172426217897125,2.718924916964959,3.8047083326837616,5.1725928819727205,5.795197242253116,5.931892791599641,6.240453999049238,6.2682647556705895,5.71169660670552,5.75528129222531,5.444502414183657,4.912630604821661,4.836145872817125,4.813318574300852,5.657516486181102,5.699340275485327,6.149269337871957,6.017511006705458,5.079542971946143,4.0461623667165485,3.3079170974693075,9,360626
3,1.2583284681050046,1.1669118522453723,1.0564039833296772,1.181976459486399,1.3563817437066874,2.045682641662807,2.6052335722360014,2.4714961644732893,2.4205448660998705,2.2339739350143963,2.1165049795482083,2.150589584907521,2.0722946668176236,2.0192572231961408,2.1235650749174235,2.217046495361425,2.647658101631938,3.3524624746573117,4.037799418770904,4.28108031186589,3.5177451106058597,2.627735430464008,2.014715093191077,1.52506421016057,9,867109
4,0.5567638884385427,0.779993054928051,0.7375416666625275,0.6262847226800191,0.7624791615133484,0.5231944431414207,2.7343680540273585,3.77200694057097,5.653604168905152,3.5814722259301273,2.324187498394813,2.5560555566913554,2.977875005989439,2.723437508685721,1.9812430541540185,2.335715278573334,2.5100763921315474,2.8087847293648456,2.2308124906834625,2.4320069438500536,3.0249930572145516,1.7744722218381035,0.7784166680218444,0.6199722201021182,9,178760
5,0.41206530808257236,0.4197422001796098,0.44502324959532186,0.44558960271265474,0.594103447249823,0.8148362070151189,0.45922413771197035,0.1556000521470488,0.1654367811589063,0.25696360087340475,0.2966091957162509,0.15283045954008895,0.12499817121531057,0.1424934690296027,0.21385153113996402,0.2360710547610752,0.1315718390847417,0.12012930985154777,0.2514827602761744,0.619039709811168,0.6018448277086277,0.35694592476373416,0.2075775861966199,0.1553074713136958,9,658567
6,4.659211537046947,3.6538162303923536,3.325190161762329,2.8654722130628474,3.417632467299826,4.0060085430174555,5.1588739357656905,8.264418807266741,8.747320518385015,9.593418790265664,12.527260686790713,13.719888861334221,13.904264957020423,12.707681619323724,13.305027792770128,11.397982893002338,12.073012789708935,11.971647417136747,14.309685874721945,13.203015811768022,11.817585478345427,9.733707257649584,6.7839294985609175,5.486923069433143,9,64111
7,3.2123000021459327,3.120129168021513,2.481744443767352,2.7251611162483687,3.0802763858514526,4.35245834214977,7.045819443505755,7.977476386747342,6.222051380804677,5.661626220095152,5.087036384035729,3.8722208250420787,4.112008328707849,4.343284721554401,4.951825694891313,5.236872216925357,6.034936110129537,9.316008067819402,12.588258041134377,12.34711223836815,10.491358345276115,8.718236088565815,5.837702772755342,4.389911107284079,9,171184
