k,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,n_clust,cluster_size
0,0.9545573959241989,0.8686584424548982,0.8257391775701689,0.8813969221811602,1.00298313129864,1.472064095898168,1.942942526789692,1.8583439318011288,1.7843760883539053,1.6400806457051766,1.6400176215844344,1.5591975191093879,1.5497804726880775,1.5467100877893596,1.5230608851699776,1.5612979716078748,1.733498792155158,2.1366228043043654,2.635859625534503,2.797259181848025,2.451656276245598,1.9018022014590183,1.402461102721168,1.1238512761098416,2,2888464
1,4.759314859333396,4.449685416269954,3.849347662228895,3.894523756139339,4.174656860077696,4.864615766208558,7.63344570107469,10.044085972914989,10.107566662706537,10.103450181374406,10.333339442588647,9.34448739747356,9.263391761668135,8.7309106284464,8.492547325320478,8.616585971555695,9.018054669578264,10.699881144052021,12.658463718534433,12.907608741336311,12.376639516284538,9.92699584541392,7.63930700718473,6.228196074703534,2,406738
0,0.7572945861076242,0.7082684482223474,0.6454813439981989,0.7235906779365315,0.8191931095018588,1.1838549345477052,1.5409180271825922,1.4042749101969514,1.2937210545255093,1.1755768318312974,1.1816522273588637,1.1960853452988025,1.1962996099262702,1.1576113394715437,1.1817886398458723,1.2161983692783453,1.375020342186951,1.7168705866454756,2.201046085234412,2.345038059358623,2.03423827238308,1.530214606273311,1.1367676546991037,0.9061662831668035,3,2499445
1,2.9071653367415213,2.6208891700789736,2.43045713328803,2.4772718320016027,2.8083418532165783,3.844908414774459,5.421128326017137,6.504500405142649,6.379607770889255,6.590135483575276,6.554567413098286,5.601525553479354,5.532043955452494,5.351678758032922,5.249322527217329,5.2775711112837005,5.584241792851127,6.936766451161002,7.83291101594061,8.157765802486523,7.378750949141382,6.091444619788882,4.473259874143349,3.57673242583381,3,687914
2,7.703912636555331,7.135899192791152,6.408822583551527,6.022303765732954,6.139786286913409,6.886034954834968,11.750064518870905,14.896823933120693,15.904901878044974,14.480555115530246,15.491549729970835,15.256089505327134,15.083925880963355,14.526934137576367,13.327604844186576,13.539360202798923,13.989499994870796,14.914102141224571,18.868041672504077,18.992513981910676,19.389788980300064,15.746388419349989,12.080612906435807,10.38731585578313,3,107843
0,0.5226558826175597,0.4951042733250987,0.4657387609315759,0.5132808913476848,0.590742673485512,0.8076378931768703,1.0835197001932761,0.9156640365250184,0.7962875693268479,0.7291642521807903,0.7589580357305181,0.7745763759877259,0.7588562380069556,0.6942729429626445,0.7363345753453504,0.7744895188619384,0.8999464798321102,1.095249221907974,1.5446271940124192,1.6489199752873913,1.3964376424607,1.0257337128176813,0.7600880740379421,0.6185152825992074,4,2003332
1,8.76782675423852,8.639741227500268,7.382359658483871,7.253497807925534,7.731552630124368,8.339317998653636,13.886379384586785,16.874859648009142,18.633649119591496,16.429846497165528,17.299438589019733,15.41332367811726,15.395968975768648,15.094037276499101,13.858574563246547,14.441107454184376,15.238642548898332,17.156103058796184,21.109653515853378,22.818055691355983,24.318410096089043,19.934427599166575,15.260923254199195,12.999221484377145,4,59136
2,1.9512083404740341,1.7619646701560385,1.634413791593703,1.7472001344552734,1.9761245778270724,2.9309020525760388,3.6654437257758055,3.84628030102908,3.833675679349478,3.798407725166631,3.676007791016709,3.3349367320709296,3.4285689653507587,3.4520414832876574,3.293404628824572,3.3724055460284985,3.69268481255518,4.625418970324576,5.1790129038757735,5.51205894799358,4.997123828706244,4.0061979342271075,2.909520653219658,2.3484656365702206,4,945387
3,3.969359653380393,3.580387672657605,3.245565785591764,3.189892230725975,3.3948609002005856,4.368271303715301,7.382312032843984,9.809602123903506,9.386989216860702,9.252592309406998,9.631028321360175,9.047031315686892,8.681137906706216,8.046741850387594,8.029987784179147,7.857097739554138,8.026306381399731,9.420464784295454,11.318912776014887,11.058142852786306,9.823303255442351,7.9737543829702275,6.09519936030748,4.824653503992952,4,287347
0,0.51910086543916,0.49506647047105723,0.46168893342634154,0.5106085401947518,0.5896942182043485,0.8058315743983949,1.0712646388188127,0.895260071921852,0.8036387770480236,0.7301758629305832,0.7532868127270375,0.7315934448306026,0.7228648874724578,0.6905785102450929,0.7170186719752811,0.7502925619680111,0.8669909922149555,1.068993159369689,1.5028323134563415,1.597852994788017,1.3618836755878212,1.0083872555621802,0.751293081063307,0.6101025591729878,5,1978977
1,5.430798784053057,4.945046746769449,4.36152845402813,3.9414247934699542,4.47158332888019,5.142040651296939,9.995483746198984,14.273731725729219,13.926365844760966,12.145451215890366,14.233156509204608,13.708286570125479,13.688534548573378,13.643266265319618,13.426453249761726,12.941800808823691,13.825626009237961,14.042156124139836,17.201341462511362,14.149614638621898,13.399315049657858,10.32195324278435,7.776898383225852,7.395597557348328,5,78047
2,4.089077139411747,3.8904433372641254,3.177134984451097,3.2915234171985435,3.541560606507025,4.366024794046175,6.827601928339826,8.644849847935633,8.789338014746205,9.496103907285805,8.95846570617999,7.590586077100112,7.340936705270437,6.487257569859137,6.738401861594964,6.909985533505432,7.202759634368142,8.931420784335083,10.466267072468455,11.053606741904066,10.251438700497312,8.435014459045178,6.589328636229073,5.187185256875949,5,277994
