,n_sample,dbi,mia,silhouette,batch_fit_time,year,n_clusters
10,90591,12.221887317749133,6.59470822795874,0.14690800903666626,3.800217390060425,2004,14
11,192485,7.969815571303087,6.642248121573557,0.20702970181040053,4.160237789154053,2005,14
12,140316,6.128037079636201,6.631630148246027,0.31877557883484087,3.9862279891967773,2006,14
13,136101,7.977191458239633,7.23462550232013,0.18160614309717124,4.153237581253052,2007,14
14,108688,5.884703091961812,7.014016774896304,0.22467384621357878,4.023230075836182,2008,14
15,64243,8.827407794417317,7.040787823738139,0.19694903659978066,3.806217670440674,2009,14
16,101086,6.278607390311428,153.08063499488173,0.20328926692907306,3.9162240028381348,2010,14
17,131986,10.030182099394425,6.596669095498864,0.15157832060668935,3.9862279891967773,2011,14
18,216448,12.342062972251426,6.695579866094709,0.0874628232937739,4.144237041473389,2012,14
19,290281,9.91885394795619,6.58299987599834,0.18370878636857957,4.711269378662109,2013,14
20,159445,14.78586026938739,6.649612326587035,0.07416885131777932,3.9952282905578613,2014,14
0,25079,8.817984574806696,6.556442882365523,0.05902646194063358,3.3671927452087402,1994,17
1,36302,25.54762044656562,6.946150788115829,0.05919237602448876,3.5362021923065186,1995,17
2,21265,6.917136054311722,6.705470067520352,0.21659197590458137,3.5492029190063477,1996,17
3,96500,7.04892448017346,6.526388946751947,0.280827262322275,3.935225009918213,1997,17
4,176523,9.266604949178888,6.5404681102886615,0.16220253370278587,4.245243072509766,1998,17
5,291056,9.790448628350656,6.557565622288496,0.24089542847578832,4.663266658782959,1999,17
6,347826,9.127411951722213,6.5246917192061975,0.1927007921095337,4.786273717880249,2000,17
7,206824,7.534748609552296,6.558990790180317,0.3100810111583619,4.358249187469482,2001,17
8,227483,7.790120841748423,6.751103528851783,0.27293023915309567,4.293245792388916,2002,17
9,234674,11.07410731088747,6.700042468775019,0.2497654074464638,4.423253059387207,2003,17
10,90591,12.706832075129611,6.631671003794534,0.1312452146194495,3.8692214488983154,2004,17
11,192485,12.096923065706855,6.694652381857382,0.11509369320615286,4.145236968994141,2005,17
12,140316,7.175290949450989,6.733265085933937,0.20251064039401295,4.106234788894653,2006,17
13,136101,7.371356151905596,7.271918406745896,0.17707361691326245,4.256243467330933,2007,17
14,108688,5.758580567102455,7.0064693075385325,0.2255689721962325,4.1262359619140625,2008,17
15,64243,9.347095341116688,7.176938779820293,0.1910968279734688,3.683210611343384,2009,17
16,101086,10.933407167544882,138.95033843924512,0.16613362054395445,3.8012173175811768,2010,17
17,131986,11.65652044423523,6.63951819118387,0.11594257676872265,3.917224168777466,2011,17
18,216448,12.037163669416223,6.713706553951788,0.094853662565167,4.29524564743042,2012,17
19,290281,10.719010159273205,6.61548230095051,0.10689234039915162,4.6062633991241455,2013,17
20,159445,13.91840345533868,6.62828940344586,0.07006025499623127,4.10423469543457,2014,17
0,25079,9.767733881408603,6.566032913939773,0.04877655660335674,3.345191478729248,1994,20
1,36302,24.979265989452255,6.945578538766652,0.06565618967418843,3.467198133468628,1995,20
2,21265,6.709869075753372,6.680159302937342,0.22297343946402626,3.4911997318267822,1996,20
3,96500,7.3441557077042035,6.533537854408821,0.25114689223958186,3.915224075317383,1997,20
4,176523,8.752839459014119,6.514737986771031,0.16591757789144448,4.16623854637146,1998,20
5,291056,9.741039167709422,6.542464620649188,0.24118463563195575,4.739270925521851,1999,20
6,347826,8.87864428403467,6.5169063490185595,0.18704333419759195,4.982285022735596,2000,20
7,206824,7.5726947875135595,6.5703976062220475,0.3127595943405394,4.490257024765015,2001,20
8,227483,7.874638833778606,6.715329737018024,0.2602949042159481,4.396251678466797,2002,20
9,234674,11.665226360781514,6.695061823390921,0.21042978593188272,4.559260845184326,2003,20
10,90591,13.047478064795172,6.626890672375827,0.12896449669495486,3.794217109680176,2004,20
11,192485,11.682435926919139,6.670815104717661,0.12496440729445599,4.286245107650757,2005,20
12,140316,8.675468501448083,6.76701641619543,0.1948775434940173,3.9962284564971924,2006,20
13,136101,8.790751887928169,7.444649091348649,0.16696580373156383,3.9692270755767822,2007,20
14,108688,7.227275495579252,7.100661633283547,0.2114311358546498,4.103234529495239,2008,20
15,64243,11.581922050421372,7.147458537194715,0.18836374473390288,3.6302075386047363,2009,20
16,101086,9.872929338710149,128.13325802165247,0.1778047687952687,3.81721830368042,2010,20
17,131986,12.428984053486982,6.66979461744336,0.09417981006948686,3.9042232036590576,2011,20
18,216448,11.35709871211866,6.885708788558005,0.08634367403603317,4.3742499351501465,2012,20
19,290281,11.172617026543472,6.733188282349447,0.10709422463772167,4.646265983581543,2013,20
20,159445,14.220285148561175,6.649526084637246,0.07840791832847264,3.9862282276153564,2014,20
0,25079,8.657271175772124,6.569992117792333,0.058483768681628794,3.447197198867798,1994,23
1,36302,21.945126295118847,6.95838906205616,0.1305591436593707,3.464198112487793,1995,23
2,21265,6.585183187318212,6.605759376406229,0.22150901680066448,3.4101948738098145,1996,23
3,96500,8.727826736005632,6.876723975697115,0.23571754647353815,3.7772161960601807,1997,23
4,176523,7.302500246776874,6.5117445889233725,0.257535197703146,4.322247266769409,1998,23
5,291056,11.092244203621492,6.559584630832675,0.15125967920911731,4.78727388381958,1999,23
6,347826,9.252780222597726,6.526034031414027,0.20516593325813665,5.066289663314819,2000,23
7,206824,9.908043985954109,6.764693305287579,0.19340687111132265,4.40425181388855,2001,23
8,227483,8.379548352800493,6.790614228767182,0.24555500048655268,4.6112635135650635,2002,23
9,234674,10.581809216916785,6.770300828423522,0.21656688108833555,4.819275617599487,2003,23
10,90591,12.048567341366669,6.592255765337473,0.16056836883976572,3.7342135906219482,2004,23
11,192485,10.393422999726793,6.772083959333175,0.15576394958773834,4.314246654510498,2005,23
12,140316,8.56698651406555,6.828695576931494,0.13667836578188222,4.165237903594971,2006,23
13,136101,8.366840358573409,7.172896006787683,0.16569195023452993,4.199240207672119,2007,23
14,108688,7.98706902557909,6.725041891326959,0.15200220696228808,3.9852278232574463,2008,23
15,64243,8.328049862222313,6.874985936788967,0.1863693770599596,3.8662209510803223,2009,23
16,101086,9.013413083054193,119.50416954360786,0.18566079585329445,3.8602209091186523,2010,23
17,131986,11.344721354591515,6.678417364502032,0.11802815847711973,4.1302361488342285,2011,23
18,216448,14.078120270886833,6.737488891935434,0.07160075395122845,4.327247619628906,2012,23
19,290281,10.701424656927614,6.838858461935569,0.17032043652614967,4.823276042938232,2013,23
20,159445,15.856878342096321,6.709701703110988,0.05135759288723618,4.100234508514404,2014,23
0,25079,9.036357707405234,6.579693790281106,0.0580100230124163,3.2601864337921143,1994,26
1,36302,22.051429894403952,6.960257928864288,0.12993115254329293,3.458197832107544,1995,26
2,21265,6.500464298705596,6.596660133649866,0.22157878195372804,3.3881938457489014,1996,26
3,96500,8.483250295267323,6.833502817493019,0.23346366296772722,3.816218376159668,1997,26
4,176523,7.47031200770259,6.513691937044703,0.25159489044915784,4.529259204864502,1998,26
5,291056,10.663618963476532,6.54767412408158,0.15905524651289493,4.8642778396606445,1999,26
6,347826,9.265719557237787,6.534677841571065,0.1951795312273299,5.23129940032959,2000,26
7,206824,9.331736298738258,6.743261297872608,0.1939833403743839,4.734270334243774,2001,26
8,227483,8.072409799649192,6.844351425509147,0.2453395325395979,4.590262413024902,2002,26
9,234674,12.322672320317613,6.7747749253544525,0.17776507056804225,4.62326455116272,2003,26
10,90591,14.27726406772485,6.649764529441135,0.12230360853484733,3.723212957382202,2004,26
11,192485,10.799173595019946,6.766167329052649,0.15365097299710084,4.452254772186279,2005,26
12,140316,9.131743264928044,6.81097747789174,0.13993772864857162,4.2372424602508545,2006,26
13,136101,8.060268517870906,7.26338285103196,0.1732065745610705,4.136236667633057,2007,26
14,108688,8.002431048669102,6.736913303098044,0.15965653791214884,3.9042232036590576,2008,26
15,64243,9.101340692135436,6.853149661484642,0.18070205841843043,3.79721736907959,2009,26
16,101086,9.776569629701813,112.42111968830967,0.18106876733771157,3.8792219161987305,2010,26
17,131986,11.7288252539959,6.687797635842781,0.11578798258628649,3.937225341796875,2011,26
18,216448,14.269957435279776,6.7393648476088,0.07315795863067738,4.571261405944824,2012,26
19,290281,11.325872095783653,6.835487323863976,0.1001984264256063,5.16229510307312,2013,26
20,159445,15.25821606910392,6.7056189163146716,0.05343246377233711,4.121235609054565,2014,26
0,25079,9.131537723779699,6.586270938363023,0.05639118709926646,3.3661928176879883,1994,29
1,36302,22.056521301694687,6.960849089749093,0.13440833138564007,3.444196939468384,1995,29
2,21265,6.4441925994199725,6.620598037396011,0.22129047438855687,3.4131953716278076,1996,29
3,96500,8.651081418240118,6.807489076459,0.22270677933806224,3.834219217300415,1997,29
4,176523,8.714764203703911,6.547891886389302,0.16302362767448828,4.414252519607544,1998,29
5,291056,10.605947612536182,6.543360112144736,0.15885584208674716,5.0782904624938965,1999,29
6,347826,9.735220575821666,6.539925610264743,0.1845398214711491,5.434310674667358,2000,29
7,206824,9.396141331987925,6.7156940845285495,0.1888197055474247,4.808274984359741,2001,29
8,227483,8.906451236688177,6.819915281688708,0.17362385662084467,4.750271797180176,2002,29
9,234674,11.668396089376207,6.808255437360804,0.17332643279648605,4.940282583236694,2003,29
10,90591,13.973642540707791,6.62492681651543,0.11971700396537709,3.687211036682129,2004,29
11,192485,10.30493724969384,6.730025734229527,0.15450888433359874,4.508257865905762,2005,29
12,140316,9.240764065471485,6.789622027005984,0.14054211333253094,4.197240114212036,2006,29
13,136101,8.105347834866723,7.202375522222937,0.17926676080460793,4.183239221572876,2007,29
14,108688,8.768689221574483,6.728799089269887,0.15094983068439133,3.9942283630371094,2008,29
15,64243,8.829481629300991,6.826908299543757,0.17873209969129433,3.92022442817688,2009,29
16,101086,9.523440500485474,106.46815383822394,0.1816946846866854,4.083233594894409,2010,29
17,131986,12.19171689682787,6.687999933530898,0.10991238715688535,4.065232276916504,2011,29
18,216448,14.029614769904276,6.724484988513665,0.07135796666168041,4.442254066467285,2012,29
19,290281,13.2440730742821,6.859557770165974,0.061287216450512445,4.898279905319214,2013,29
20,159445,14.954671147281168,6.694573926245568,0.053968323766548,4.1322362422943115,2014,29
0,25079,9.50965161192918,6.593047374303994,0.05646920791481857,3.4101953506469727,1994,32
1,36302,21.66255748674027,6.949000974833447,0.13086741004063612,3.6172070503234863,1995,32
2,21265,6.454188778790874,6.613460396842917,0.22062316762475656,3.4061946868896484,1996,32
3,96500,9.546084201445172,6.825778200673192,0.16332860429908164,3.8732216358184814,1997,32
4,176523,8.698143837156525,6.544876625004481,0.15701516020773132,4.475255966186523,1998,32
5,291056,11.64349612165778,6.570529498157211,0.13652860564831273,5.114292621612549,1999,32
6,347826,9.577528404045037,6.527981645349095,0.1918873062296699,5.383307933807373,2000,32
7,206824,9.235398025373598,6.695455319258928,0.19777624953706868,4.852277517318726,2001,32
8,227483,8.880684966244687,6.782710458681859,0.17213356282201642,4.911280870437622,2002,32
9,234674,12.430358002376346,6.8049118503307975,0.18001560250218257,5.0552895069122314,2003,32
10,90591,13.789549389214834,6.6273576569953425,0.12242360485574516,3.716212511062622,2004,32
11,192485,10.347023802354745,6.802540250235253,0.15890570339253712,4.538259744644165,2005,32
12,140316,9.02005803910917,6.737878488744928,0.14202715557050608,4.207240581512451,2006,32
13,136101,7.8078332518040785,7.189503330011926,0.17257837508366736,4.284245014190674,2007,32
14,108688,8.4217455794733,6.9374733207561,0.14391004223331205,4.180239200592041,2008,32
15,64243,9.738011241663486,6.972007339232988,0.17922060898071906,3.69421124458313,2009,32
16,101086,9.550263317373282,101.37392461149176,0.18099926917717485,3.9932281970977783,2010,32
17,131986,11.553353954036421,6.672765244220352,0.11517282276677715,4.203240156173706,2011,32
18,216448,13.27329298948715,6.813918928636529,0.07799960188997188,4.4802563190460205,2012,32
19,290281,13.015104860583339,6.840381061256989,0.06608836166512383,5.022287368774414,2013,32
20,159445,14.93948611215956,6.72763606177001,0.06073972520006095,4.1252360343933105,2014,32
0,25079,9.692745799908542,6.599949556800667,0.0523749230611407,3.1961829662323,1994,35
1,36302,21.392758973597772,6.942795747478808,0.13030720690408618,3.5212013721466064,1995,35
2,21265,6.857571466007229,6.621043677971603,0.22292970201023848,3.358192205429077,1996,35
3,96500,9.376615515842639,6.807770773960726,0.16030501397379363,3.7522144317626953,1997,35
4,176523,8.868930387370183,6.56520152279716,0.1583074424960572,4.593262434005737,1998,35
5,291056,11.39362152104305,6.5675449332919085,0.13671352853326563,5.191296815872192,1999,35
6,347826,9.6086808824906,6.527844313845563,0.18690579527155815,5.630321979522705,2000,35
7,206824,9.090686952122079,6.70047624423404,0.19812027262285378,4.8302764892578125,2001,35
8,227483,8.7051172811071,6.758715033267996,0.17683090982047803,4.820275783538818,2002,35
9,234674,12.018850956549445,6.7721431343199585,0.17313118484806672,4.899280548095703,2003,35
10,90591,15.711575317775782,6.6410897540840415,0.0811903172570472,3.722212791442871,2004,35
11,192485,10.12958720940133,6.949010118272266,0.1589509374370676,4.549260377883911,2005,35
12,140316,9.235360211849242,6.798126023237846,0.131859674333701,4.278244972229004,2006,35
13,136101,7.661733732441774,7.2899198556570175,0.1674905536989157,4.436253547668457,2007,35
14,108688,8.269541404607708,7.032458819050071,0.15008753721809634,4.018229722976685,2008,35
15,64243,10.780210336653225,6.952364382530359,0.13074488251496302,3.602205991744995,2009,35
16,101086,9.84013489993989,96.9524643078471,0.1878960680932768,4.038230895996094,2010,35
17,131986,12.417408314137106,6.6848850606753585,0.08609833991350442,4.137236833572388,2011,35
18,216448,13.479073052177934,6.807549757662392,0.07191006483803049,4.68426775932312,2012,35
19,290281,13.095801704335747,6.8337151712305,0.0627955802481476,5.124293088912964,2013,35
20,159445,14.73484591954121,6.712368886543219,0.05943678821342409,4.2382423877716064,2014,35
0,25079,9.618260601863172,6.6012585553751455,0.051332096050780686,3.372192859649658,1994,38
1,36302,21.237193526558528,6.929634242150031,0.13448338876311294,3.4261958599090576,1995,38
2,21265,6.963170138493011,6.612446750630997,0.22536961385369164,3.3971941471099854,1996,38
3,96500,9.792546540278693,6.806390388380775,0.17136736942363917,3.8992230892181396,1997,38
4,176523,8.928029583244793,6.566505960402584,0.1556936512128097,4.583261966705322,1998,38
5,291056,11.256731327606998,6.563986214905068,0.1446602034528471,5.126293420791626,1999,38
6,347826,9.550138742697952,6.528318313724434,0.18481129088412318,5.691325426101685,2000,38
7,206824,9.385859517848711,6.69304915588553,0.18715822889159245,4.756271839141846,2001,38
8,227483,10.314615911859851,6.790757549424053,0.10529235261294828,4.822275876998901,2002,38
9,234674,11.530504744510504,6.737273414221554,0.170786438166998,5.153294801712036,2003,38
10,90591,15.522331808281018,6.640850378148949,0.08306264929591696,3.809217929840088,2004,38
11,192485,9.834305077871978,6.915387288431727,0.15770517165458509,4.787273645401001,2005,38
12,140316,9.628422293834806,6.797567107002518,0.1309071285267845,4.428253173828125,2006,38
13,136101,7.552884484219881,7.267927825819868,0.17249679517700317,4.523258686065674,2007,38
14,108688,8.027534679910175,7.027797393333974,0.14299537647559524,4.116235256195068,2008,38
15,64243,10.625883301145123,6.996033635570496,0.12765595167449773,3.6592092514038086,2009,38
16,101086,10.181084744649414,93.06508170960613,0.1880654652728377,3.9992287158966064,2010,38
17,131986,12.43127852269836,6.679205123418408,0.08683146841256771,4.112235069274902,2011,38
18,216448,13.353392743160398,6.794134973356926,0.07937667308033172,4.638265371322632,2012,38
19,290281,13.024330353372497,6.821895127253879,0.057675958714432304,5.133293628692627,2013,38
20,159445,14.365589340626732,6.696982287168117,0.061123866332729905,4.161237955093384,2014,38
0,25079,9.266547706816429,6.6198423166545295,0.053159534873979626,3.318189859390259,1994,41
1,36302,24.2101013517279,6.9453271283764995,0.04778354501493885,3.443197250366211,1995,41
2,21265,7.033322100950576,6.6212514968100225,0.21652758933174127,3.4141952991485596,1996,41
3,96500,9.679245184822797,6.787358700609297,0.16123715648014014,3.8882222175598145,1997,41
4,176523,8.666762825202621,6.574195992516774,0.1658535725833715,4.5912628173828125,1998,41
5,291056,11.1999462882047,6.560773736440144,0.14258710281219059,5.424310207366943,1999,41
6,347826,9.50912181825443,6.524073549006638,0.18506985281231875,5.7883312702178955,2000,41
7,206824,9.201868124069811,6.670362216915768,0.19663006745440265,4.9552836418151855,2001,41
8,227483,10.194630229388574,6.767365886267771,0.10933803657268358,4.926281929016113,2002,41
9,234674,11.047494744391514,6.757648219952153,0.1780120898722989,5.087291240692139,2003,41
10,90591,15.482113425678191,6.646324546456469,0.07935936060147705,3.7702157497406006,2004,41
11,192485,10.030849620549832,6.897293874328364,0.15363146686847604,4.783273696899414,2005,41
12,140316,9.347039326568641,6.896886519667299,0.12899817665225716,4.345248460769653,2006,41
13,136101,7.349024155490587,7.2549421764732696,0.16937167635952993,4.465255498886108,2007,41
14,108688,7.89318340732558,6.9764422402613695,0.14852670693933617,4.1222357749938965,2008,41
15,64243,10.975701057493017,6.977412828524202,0.13497779415311678,3.7702157497406006,2009,41
16,101086,10.051269527054076,89.61200717048825,0.1893860406007951,4.103234767913818,2010,41
17,131986,12.283191093437823,6.700115276355217,0.08344006290199102,4.102234601974487,2011,41
18,216448,13.879821082778825,6.798572593005247,0.07605446893309355,4.7112696170806885,2012,41
19,290281,12.98377993987415,6.8161315497228046,0.06565927475613341,5.384308099746704,2013,41
20,159445,15.005061284838057,6.710508943856228,0.05834168742064704,4.307246685028076,2014,41
0,25079,9.31031909717066,6.620700179630607,0.051579564272299844,3.237185478210449,1994,44
1,36302,26.185090125479814,6.9598074661147535,0.039793596377583305,3.3651926517486572,1995,44
2,21265,6.877065936963714,6.613720899828672,0.21835921841328773,3.568204164505005,1996,44
3,96500,9.465742223344915,6.7836874263992675,0.1679655649184741,3.9832277297973633,1997,44
4,176523,8.533290317392776,6.572406551128898,0.16512857725297161,4.8332765102386475,1998,44
5,291056,11.977263805489853,6.572161294598594,0.10907317281172796,5.417309761047363,1999,44
6,347826,9.510771190072624,6.5332071628006405,0.18123099782335542,5.902337551116943,2000,44
7,206824,9.227282322746621,6.660402955203083,0.19903711372394287,5.032288074493408,2001,44
8,227483,9.96361511294409,6.742791764369062,0.11623537150713033,5.152294635772705,2002,44
9,234674,10.62691038296222,6.79955871480491,0.17640020257407435,5.21029806137085,2003,44
10,90591,16.006518344437218,6.6599144632456735,0.07775199957325545,3.7712156772613525,2004,44
11,192485,10.068545393554711,6.879807397534306,0.15898410871307614,4.846277475357056,2005,44
12,140316,9.224435166689002,6.911170958515617,0.1367212305291602,4.658266544342041,2006,44
13,136101,7.921514345483359,7.221011691690891,0.1707269615870602,4.627264738082886,2007,44
14,108688,7.7697168785846795,6.955749296125553,0.14937124382960168,4.319247007369995,2008,44
15,64243,11.115242339556488,6.956977047086536,0.1339552904099471,3.7712159156799316,2009,44
16,101086,10.289015660008396,86.52011131072149,0.192488115310597,4.119235515594482,2010,44
17,131986,12.582316002155913,6.702462931539268,0.08458544826287671,4.345248460769653,2011,44
18,216448,14.33245951589738,6.810780032346747,0.07177031044864086,4.757272005081177,2012,44
19,290281,13.05708872823311,6.8088399098882535,0.06218035510001112,5.447311639785767,2013,44
20,159445,15.099597470825637,6.721323268428922,0.061068471356757484,4.297245740890503,2014,44
