k,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,n_clust,cluster_size
4,1.3128727594628866,1.0831282383213796,0.9805698156176659,1.01312504658839,1.181869958205364,2.4572446859221335,6.191589198726036,5.626840804720584,3.0105609389205363,2.352402846713346,2.105414570051773,2.0622118155637654,2.18134095000814,2.1680620217004187,2.313585321008772,2.0804799667049685,2.1160402638795897,4.3428178793414505,9.057882337546257,7.642630002829077,5.755897003149094,3.92760208907291,2.541683151948046,1.6567546543409482,20,2273
5,5.322916663127641,2.758333327931663,2.0245833300054072,1.921666655441125,2.313749986204008,5.389999980541566,5.389166641483703,6.202916639422377,5.112499989072483,4.448333320207894,5.510833332315086,7.487499986588955,7.034166611482699,8.762916616350413,8.929999976853527,8.828749983757731,18.408333342522383,25.307499982913335,21.096250030398373,18.878749988476443,19.94583331942558,16.604999960462255,11.936666602144637,7.469166679556173,20,222
6,1.5734574502956624,1.3955855608206988,1.3562749724183116,1.327898622568375,1.4534963383796018,2.7112778675654945,3.9781047933048157,3.7971374439567023,2.6443984372006724,2.3848721352528868,2.522279384841756,2.268159837153006,2.3514147798730938,2.441048570553337,2.4703168667215216,2.282574925094393,2.345502882022674,2.948958189713083,4.199259747882186,6.094026104416434,7.1873690316347165,7.497436956823487,5.577516550377512,2.994609426120188,20,3099
7,1.16118872045463,0.9924616004332706,0.9666155873817713,0.9755605791284042,1.2154556841832664,1.7624330723936537,2.377978035750109,2.683534961925401,2.3488322268584234,2.3291030883565784,2.2149260753196813,2.4779502713277672,2.3537903139716367,2.248668628643544,2.3856811623362746,2.790987189186887,5.145678597133244,7.901767726003365,5.602114329369026,5.139989133179189,5.0249985540111375,3.5216458418428918,2.194421448499845,1.5285789074409868,20,1976
8,0.22892917070683957,0.21108507079284355,0.20247911932063392,0.21209422720185547,0.23211164773929396,0.33076170311569075,0.3861288172883919,0.4231697756003755,0.3686108188307513,0.33765541847845987,0.31278380030136677,0.2777774029129934,0.2893884906381645,0.3180434927025855,0.3209061908339884,0.3390293131344838,0.3418669502242824,0.39963402614802174,0.6300323863670413,0.8012057676213314,0.8195423304138547,0.6177673997839449,0.4042392305825896,0.2776168917243371,20,14302
9,0.7195373013146693,0.6046987161135825,0.41194230807610815,0.37615705517908704,0.48680769305867266,0.9966314137937169,4.636099315463351,3.052663474534758,0.9466570434041132,1.3839743816031098,2.0846634657623677,1.5229519257465234,1.3673621821575437,1.6999391230205312,1.972958342554286,1.5655577059787438,1.9516602638296972,8.337368629633996,10.264112169161823,3.7245288271552477,4.003589723832333,2.6161826956921663,2.2615865170000453,1.3090705146822033,20,649
10,0.3721176097850372,0.2931516084102138,0.3240695192915154,0.25172910928765,0.3468776050237162,1.105501981821726,3.1140343040257,1.7532430335171132,0.8113251246279104,0.9782759301868887,1.1730635247397005,1.1735124012212816,0.8652867970561298,0.5566812718102787,0.5311774211421529,0.608385020274242,0.5836929342108003,0.7901071057693723,1.0972184654752106,1.2633062129005943,1.3440845196542794,1.318556270763899,0.6815449521236587,0.42719486144875796,20,1958
11,0.8295896757426506,0.7157934182906264,0.6967206344336601,0.6681635553505761,0.7669106283852526,1.1643355094049272,1.870889498037589,2.811401997364543,3.2003927652135844,3.1253898112295047,2.4475396588041964,2.372411749804873,2.655748194795442,2.98031344499823,2.827768144699501,2.8272044669299783,2.4288546571442797,2.0829801200276563,2.270610150871976,2.4126677512965946,2.4090679799481585,1.7982157050666434,1.36830419246126,0.9415442850977721,20,4467
12,0.5590743672905697,0.5316056537321874,0.5094534536252421,0.5428805803019139,0.6974288639430373,1.0762600710052581,1.7470285985358058,1.4038619325976405,1.2506284230620492,1.2209086448753044,1.2203743920293115,1.3129028278216717,1.1765329195327228,1.1847308195895618,1.5535966174184448,2.249226176492041,4.369755249468818,3.594210091621512,2.381642391699883,1.986693304960098,1.881002196081811,1.2805069796732729,0.8928695173925824,0.6512263039184943,20,2973
13,2.8136285963627063,2.218489231623319,2.0203414666229014,1.9010198201278066,2.4865602387224945,4.356506939466094,5.8410354965616,6.564551610907453,6.469044502098964,6.084318968222716,6.435601792329912,6.255187754532677,6.705308001232792,7.165926578763897,7.935351917930434,9.098634055006057,11.787828263707365,11.882347065609652,10.40320589844308,9.71442159486362,8.750938467437923,7.7844480262351,6.086410121729269,4.509912001363497,20,1195
14,1.5551490726941408,1.2887244579979842,1.2297291011293423,1.2861897327122283,1.350111820017919,2.314539673537171,3.2865341143443407,3.8211505369535494,3.3143151503130013,3.1231994785668293,3.0676465999561158,2.8591260987690954,3.032514195125549,3.6764935645845247,4.563294747114027,6.487547391673239,6.993549163090066,5.295034161755662,4.988743206032862,3.896387993747679,3.510522574167699,2.709939718743942,2.2444588570909874,1.7440192952814204,20,2325
15,3.27368421263568,2.4168859665086004,2.141666662969152,1.7835526353222109,1.9656798319662347,2.7103070237575793,3.4153508877855514,5.638048260276645,9.731140347687825,12.830263171720793,14.434539534821457,15.566491243373928,13.107675453451902,8.57478072464041,6.334429845540669,5.21666667670861,4.8297149124473595,4.920285106963366,6.519407926143652,7.957785095235238,7.479714936789192,6.0008772048903145,4.237390363621606,3.1570175491404115,20,988
16,4.636262818213577,3.3777532065287232,2.5981778821621373,2.6260368541742753,3.3668205010083816,5.161233997796302,10.001719553739974,10.152028868750982,5.703557697387461,4.483346148131367,4.131945236413447,4.628929481734162,4.471871785012386,3.68121793679893,4.24916988107352,4.420722764510755,4.734717947168228,7.2681122080733385,12.118591358837408,12.247346175165896,11.970852588709347,12.968544859630173,11.569091357863869,7.641932709596286,20,770
17,1.623502350489097,1.4781461632806572,1.3606752859859184,1.2038329359577264,1.2515293420676856,1.5751827521828257,2.282991304193617,3.4003722003081163,4.804149425171367,6.101691994906423,7.023208847539329,7.155786140578013,4.997398084569592,3.379221611091643,2.918212301828337,2.5668748212790646,2.580040455168337,2.589507890066251,3.315607238984171,4.431590093000667,4.3337426716173795,3.6665800113590246,2.6563024672099673,1.7488517113801436,20,2779
18,1.7095461983347209,1.4831300507336018,1.2946437147589924,1.3358222810437055,1.431489111065476,2.9260346356467157,5.171435547506288,4.69668984986717,2.986351974981402,3.256225871889951,3.35510130317723,3.1193298868460384,3.3035885301340553,3.6188329598854247,5.231665390378881,7.307628258422462,7.971175505506008,6.699211113437234,7.296819384639572,8.335939832514555,8.521322453232896,6.557131656033145,4.504478987152353,2.6828225901409337,20,1853
19,0.8022289291851247,0.7531373146499375,0.7823015695971395,0.7457514256333949,0.8879857129388636,1.6716196032772381,2.734494543468088,2.3706282154756853,1.7342815580718163,1.5990475779906363,1.5197903532213044,1.4987796906502162,1.5942284086987615,1.6809129800369393,1.9240222149235788,1.797637937627158,1.9830624428441828,2.9462123254869774,4.3694161421786175,4.307029088791614,3.2265701720800393,2.3382535022922273,1.6658036574659472,1.0779524394019346,20,6033
0,0.420271906047259,0.3918809912648706,0.37720726941057153,0.375672847191141,0.4650607973380952,0.7241776024341359,0.94849454260838,0.8959358376690632,0.8559415920928999,0.803602178677037,0.738132064744726,0.6967631788848082,0.6922870190155862,0.7096562588889925,0.7397082124692756,0.7890282611752394,0.810107048205612,0.9435424156683297,1.3691194430765201,1.4656471705942506,1.35442475859437,0.9797860113743975,0.6631408552152044,0.4900326788869396,25,10322
1,2.8553267567142218,2.3494322269915706,2.0479190859048115,1.9761010223779745,2.5229760240965247,3.4468133717961154,4.194491500873153,5.61611142104801,5.829096037419704,6.80321759939739,7.687419293244087,8.15995373387219,9.122401670413845,8.431543946929438,6.860813378098218,5.820039636249829,5.070451378999566,5.856765229391164,7.9677748857608055,8.891018731387382,8.553995478786277,6.9504324048006305,5.015259714218761,3.372023058730093,25,1192
2,1.518615398387002,1.2716950499325461,1.158173994335063,1.1265091477028113,1.1745584565491713,1.4279945507045007,2.069599444305493,2.64520360804317,3.2179295946092,4.193090565012021,5.308265736426356,5.508813272398719,4.664268771472318,3.4064573730683887,2.713364729739863,2.505098770213387,2.4145374930947088,2.5223986639524,3.47873274833614,5.494424139900093,5.2336811115351995,3.950497895031465,2.614293854876673,1.8052344063938308,25,2312
3,0.15680671693601655,0.14229671161752153,0.13526937154982094,0.13516392354528065,0.1456196152255515,0.19735693592962186,0.25049511519083023,0.24083031006338076,0.20429296219616944,0.1865744277921589,0.18175625197919418,0.17493807028564953,0.16839450655783078,0.17478415772215516,0.18270463533454648,0.19072806267463843,0.19755255818448803,0.225474104123585,0.41108637271048104,0.6255813861241745,0.7071968031345834,0.5600404636970705,0.34162398300942765,0.20746872111271822,25,10419
4,0.5486001863232586,0.506186298222772,0.5141580918459152,0.5444462010088421,0.7128799268439905,1.2833218284028711,1.8552982899146464,1.6758609602591645,1.4010547315839246,1.2938808317745116,1.1734181359879068,1.1514689429065155,1.1285899374672517,1.0572892382389698,1.176112375544351,1.681705226684159,2.7964964000183987,3.396827224615313,2.8940007407219674,2.3265260284709974,2.051691195376362,1.4934726000153915,0.9615038909508362,0.701407078304528,25,5128
5,1.4045921258198133,1.2573224284664366,1.17745649156853,1.2067692426118328,1.4330574332681394,2.691258214333227,3.8162697370847107,3.5440208638627313,2.9899131723836474,3.0567984770001653,3.158179458284555,2.7334694418038192,2.703619972577012,2.9029503987227443,4.200430615591807,7.582312085885854,8.23868968626114,5.494390968569823,4.587738329932795,4.727651695051837,4.762497931471375,3.6681464851212136,2.5722868250489914,1.6558168389195533,25,1973
6,1.4338270667224946,1.2169521908667693,1.146863580988094,1.0889996713525198,1.2520318654995717,1.930249190465529,3.5246497360009665,3.8321426315987797,3.042200578280087,2.9980621398482925,2.751299272525565,2.641794510534151,2.618958530575852,2.598920762365762,2.714011849040672,2.7152010978040444,4.6633194030146745,9.089707773666346,8.695134239052678,5.9999512861259,4.849345141157003,3.6009663254008726,2.6490596810755402,1.8968893379735396,25,1980
7,2.2232637331672667,1.7424515479247658,1.6305104547682407,1.4882312032023757,1.3938665077379362,1.641134500798628,2.048046241847292,3.3348276046440635,6.138536391397812,9.359527634938342,12.334261459528744,12.973161147252782,10.294880274637563,6.229671382889376,4.5766006178336065,3.355127564155445,3.026068857267714,3.2793336342585815,4.245115596517945,5.460041908367537,5.347323781149751,4.551486016924835,3.10672285768777,2.0283742555358124,25,1020
8,2.573577825144029,2.2104435889313936,2.0134895843447844,2.087191623152353,2.6013077798419593,5.679421787708121,8.8657926699167,9.024261211825584,7.82661734353429,8.16304737748578,8.477617735255501,7.709988797843489,7.975187510920324,8.642683379346247,9.206308966916946,10.846902516588525,13.013609870430662,13.959842779304617,12.583082939697276,11.119430431984838,9.392629737368324,6.845710501049899,4.7528402108212875,3.1195774387038147,25,581
9,5.36095646494805,3.852868524458212,3.0887055595968786,3.0787827249961293,2.9771496974575666,3.9191867394993687,7.0095268623604445,9.370769453754672,5.977351861677051,5.363567602006653,5.542460808162518,5.416392265742709,5.823521609922613,5.814733029361588,5.292929956482516,5.202646303149283,5.922726232321634,6.239077783081634,8.401803094686738,10.211267890542006,11.682816349852969,13.602645668424213,12.614992295941459,8.80183581361938,25,391
10,1.7318561289530274,1.4635645617479607,1.3116268680642418,1.3036659676233244,1.4021233961644288,2.0314677850036764,4.147546812424558,7.468974357644663,9.611476457248692,8.510671431163999,6.278528132795092,4.948031579782534,4.362263478399781,3.4995495186779295,2.993411315425461,2.5318188311178615,2.720810640547645,3.1237791040556173,3.9205020273646762,4.298843116091344,4.251746195569766,3.4193234839585283,2.378375526398016,1.8099308636230016,25,1215
11,10.099086858687238,6.458312607368433,4.923166148334439,4.4846823011722545,4.516773711750752,5.054780774785564,6.1192651234040385,9.881173713926717,9.368181267060871,10.039391902518094,10.965593923312257,12.332712603296446,14.682643396520254,14.265452001789447,16.091333812971914,13.558953520392226,11.172764116661122,10.975304519607114,13.38470149490643,15.83923683711375,16.429037873612526,15.32213533020983,13.384415652866311,11.76224999947078,25,214
12,0.7009688368067292,0.629780471170312,0.6201465152811034,0.6438537560509577,0.7625450123493125,1.2020250118917581,1.839262858530021,1.9861128552254999,2.0547143922989717,2.0562023840742136,1.8838269319595116,2.0860004554694194,2.6348003005046117,3.087248183384496,3.42675393485872,3.2051888394037116,2.7236131336521345,2.4267124985916015,2.7474288079014495,2.680433268532384,2.330608023798719,1.7220038881436497,1.1265542206198282,0.8308543150129923,25,3917
13,1.6030676682397567,1.3217296663823062,1.2892097252279016,1.2463741455224147,1.5364930746223477,2.5726626902504,3.579080061404996,3.6561177836385808,3.362851535638092,3.7173510659851856,3.9353511964736114,4.70963153026149,6.663943807778792,7.16621047214439,6.762133165160569,5.267065361249485,4.841041845512086,5.0629707456652335,5.248921937831617,5.042662771666948,4.369562961606729,3.431020693904709,2.5524729934513775,1.8711742855632534,25,1652
14,1.3161326568576721,1.1189654196936312,1.035410005487074,1.0115288725194973,1.0340792734290196,1.3498401880705757,1.997586987726771,2.591507424590504,2.8564152253619115,3.221773736622247,3.1126399380178085,2.720225460542766,2.034697760374685,1.6495097881485916,1.4448528882064569,1.4004597448025429,1.515770034674697,1.6394464758783056,1.7822338961744908,2.0874618368289037,2.3257087842996134,2.386578504857012,2.100742734930735,1.6529571357537727,25,2992
