k,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,n_clust,cluster_size
15,0.8225545610507173,0.7402909397553976,0.7114660271058018,0.7289013654873596,0.7870568999588267,1.3285660920919975,2.676748765175066,2.7775257918034337,2.0419094600828425,1.8729887062514545,1.714394705329698,1.622880594511479,1.526550802957754,1.6034128940285088,1.6495133094718428,1.583225315816126,1.7995961670982878,3.2674313674067035,7.460404105450508,6.495688626103551,4.014784752826688,2.718385864497742,1.6999977724791056,1.109830055652177,25,2771
16,2.0490686648629137,1.7666240273254799,1.57302925634307,1.6207784631797757,1.7377068025019196,2.9109702973277187,5.527928642377641,6.215261981245603,3.991290253551247,4.1332822783039775,4.214692033007554,3.9938587082999453,4.3080739302849755,4.302550519207967,5.018324608870407,6.372448823800079,8.774995154175445,9.991051975875976,9.863665918963065,9.313766240282076,8.82472121185781,7.674144365333833,5.338956771505342,3.2633582318018473,25,1364
17,2.222661763126855,1.7438373861606868,1.4026200353829459,1.367477334594681,1.5935424855944385,2.1863381366520134,2.9835783831508635,3.993217405552665,3.0938704296361417,3.0071037662128792,3.5545565495748,3.6143731700547397,4.254662513988413,6.549206938541592,9.103924753952187,9.015711478611383,5.9918715340610325,5.038703627146485,5.861544374789048,7.1748406351815435,8.074091129326124,8.14066199176339,6.698373026644926,4.365452616672836,25,597
18,1.7540875427056053,1.4425177952685044,1.3739064439320052,1.3260106674405903,1.50345052033505,2.006646157571148,3.2242556524601214,4.04417987233447,3.3494866892739346,3.184713658006727,3.1151495180020254,2.9261162438628885,2.8544083753826435,2.897703065265147,2.6650869020257195,2.4408278887506034,2.8241726249279684,3.512678748865922,4.6876016114113135,6.409630142500183,8.410400334967452,8.976695168723204,7.302393982178009,3.917323199900728,25,1596
19,3.381759661733464,2.575679551306394,2.3408440592164497,2.2462446329973993,2.3367668103362744,3.3127682374201393,5.032725326309192,7.441666671867682,11.05797567265975,13.755257525008291,16.786587987612094,19.63644491412139,16.006258935983364,11.861981403506295,8.870493570966211,6.835872680399147,6.414663822572674,7.930078682349789,10.183905596033437,11.117453525938068,10.368490700824493,7.917596579149618,5.963948511208098,3.606938487419775,25,352
20,4.113686511625078,2.9859326091531084,2.6940661888596993,2.8561930307324097,3.197460189479971,4.367163004828436,5.318764112195839,6.684108451711852,4.897083948676789,4.388189957276279,4.649539217891576,6.03822119838065,7.017592522936562,7.9128143370571475,9.658151337566476,11.830924026321108,19.785082097512234,23.938400678044445,20.18496016003922,20.920501233096783,20.377193599501076,17.202670317289286,11.51826958666903,5.7605496526093205,25,180
21,1.354486029228538,1.2462618439259543,1.21005604064872,1.2465096759371925,1.486959928657021,3.2220579728295573,5.579820077582705,4.183810352106462,2.3326052830579878,1.9781543326952464,1.8564184240611539,1.8482919270296905,1.981871060015121,2.0683672924907754,2.2275978028861187,2.2195370299979458,2.505420172985083,3.2042382197453567,3.9353379616970225,4.686505090076426,4.930111052287321,4.3392958908498835,2.8591700644387976,1.8782739156282278,25,3202
22,0.5810963943850164,0.5203978174233277,0.5003670546426859,0.4996080532851325,0.6349747085023325,0.9936859570875906,1.487404908632969,1.5614343240046558,1.2689956093391792,1.102153138742523,1.0309688627296403,1.0089418129870935,1.0587738071469392,1.072500556334073,1.0620091976782016,1.0092693428892276,0.9839455628593521,1.143662226419863,2.3582445419428293,3.953069799409604,3.945118186201323,2.9209356308222696,1.6130061204518973,0.9130129568352595,25,4128
23,1.5889396869892969,1.3968049712758561,1.256835029013698,1.2276608526307833,1.4096846355735764,2.819249576539814,6.171236775742094,6.319570793777154,3.0596032350446123,2.569599315401917,2.577845433001411,2.377182438158754,2.387186147286615,2.5003776121915866,2.769837023837592,2.649358253117329,2.742148141283047,4.8263763589919595,9.725339335517026,11.690745648560611,10.084676500100267,6.964985406909968,4.100564914959417,2.2695889241348794,25,1476
24,3.1055956941895997,2.329529058367929,1.9276318545432816,1.7812861829665259,1.9367124449049136,3.2809065238944357,7.225844287309437,9.45491993094165,4.830304810148254,3.4519210557265447,4.367699639991289,4.953335895101678,4.53827877620791,4.392514241095469,4.171299338208003,4.776277960619169,5.403502181736066,8.587033714960214,16.26210113988757,18.12457565094033,18.707645268032415,15.91882648255285,11.064848954721942,7.144866497221144,25,407
0,1.5466145381990686,1.3168637626390078,1.1642044933321096,1.1748536263477527,1.3136243752020842,2.5047079803936634,5.964020141361811,6.384813602330535,2.952957036305755,2.2794276428563776,2.223636985145681,1.9930032368701496,2.0537718962075306,2.049333435733237,2.381245584420952,2.2807235403639465,2.4820913696338778,4.496835700730372,9.58554025251545,10.955999376612203,9.74009254795225,6.908046769206682,4.110314368405399,2.2205232997469464,30,1246
1,0.5789009754482174,0.5179951817219693,0.543677015629338,0.5791613129612462,0.70186801694133,1.2022015371479857,1.7420897049644062,1.766550135923839,1.7967321535788636,1.716658443129839,1.6114621768724147,1.628113037654149,1.9648016422285772,2.4863448324584967,3.025905893137491,3.488732821441784,3.3442512761267755,2.6519884431607106,2.480486190345588,2.4459128569192736,2.157990226649225,1.519292015041656,0.9677440595399089,0.6999419551372535,30,3160
2,0.38100402507904574,0.37082948516748565,0.3681726669460642,0.3737724871028765,0.5640931880810461,1.2466261364512943,2.1079368205005267,1.5611867391641765,1.21012588138855,1.1143884677965366,0.9735494654649789,0.8922381722381968,0.8675358957479374,0.8746911946568701,0.9177998913653883,1.2145815082552265,1.5812578760867555,1.586581768623053,1.722643095706692,1.5489404028254428,1.228242180547628,0.7585799111254931,0.4771570336845149,0.40095799827314443,30,3588
3,1.9922765694833402,1.5861343567131019,1.4237432656870748,1.3908504684027059,1.5066100956859114,2.3424920958068025,4.610199625843377,5.5137512681619985,3.402125011466319,3.199225179003417,3.4059936029048328,3.6949752746389732,3.8414567402473088,3.971223077003555,4.122133529459673,5.284176523767988,8.136497175048332,10.714445867040556,10.600737334262314,9.925460144887309,9.885989616646063,8.739182195479291,6.367665578145794,3.806757583941957,30,1157
4,0.1686928469198086,0.15441057130309008,0.14820657487305836,0.1489821374658891,0.16244289989506802,0.22456772169098965,0.2867989081413428,0.28216059845209407,0.23223553524112256,0.20814269901687651,0.20724005124018444,0.1958168598210634,0.1879496209296332,0.19532306115334153,0.20336266108895873,0.21222004524182225,0.22192090180918006,0.24910195723046438,0.4373413101829426,0.6407337833547394,0.7128594301888546,0.5630349917893984,0.34579310742270997,0.21636114945636786,30,10131
5,1.642849361384365,1.440077773709991,1.3532845672919787,1.2746162676193935,1.4653992259030615,2.2792950045341165,3.383315230725972,3.8697099844988316,3.7940591784618625,4.341831765707647,4.074356767297408,3.7659778742702525,4.021157051335339,4.14065635682042,4.085049900420126,3.589548267764213,3.825713754319333,5.552644761835925,8.703704978909482,6.987085261070775,5.3015493913070175,4.0214743676500575,3.047153350032371,2.1694881417830856,30,1633
6,2.1999088303276575,1.7667531485346313,1.516960210576737,1.3540665566279388,1.3745531199776828,1.6852985985042925,1.9754632863727917,2.884546194134796,3.8109097641680147,5.255009815475533,7.903962039181755,9.753081311773062,9.592050061004752,6.692938360320856,4.8384683373377175,3.637775149063678,2.8534853541391496,3.2496896993443007,3.957324243873055,4.63669283640202,4.742249991729795,4.532413956845694,3.278355151299366,2.275360838519343,30,1128
7,1.8031294506514848,1.4588558567946994,1.3923233911856008,1.3527322158309614,1.6891010090788336,3.0414776751392334,4.757362503017268,4.870719604379248,3.6866281481371033,4.05748842262684,4.368032103057228,4.489894673079851,5.706292812337516,7.189195276307928,9.139437916994181,8.96317871558976,7.1959226716055555,5.981438055766492,6.697062514680583,7.907770789651683,7.717543599256468,6.201659241667212,3.8964647651471576,2.513377228581504,30,1085
8,3.0333494144441575,2.4212404494702335,2.1971302373799872,2.222706698228382,2.584898155182601,4.142262548953738,7.671479090551979,8.951660370131508,5.2538416854471945,4.143222523637318,4.720812723421122,5.625442430573443,5.261704293749743,5.6891161768987635,5.875217735026314,6.316903819925326,8.827877824554125,14.776829431741415,19.249619450282168,20.406344993531782,20.17034137412781,16.114878116916575,10.544896337567536,6.08366965004905,30,322
9,4.351321691415291,3.159307063938498,2.3618838859682874,2.332999506773232,2.4073866413173475,2.970117370460976,6.384109614532554,9.111690437298146,5.145986992574941,4.063482740731745,4.432608273893595,4.524025049951312,4.709620617454254,4.544666419670849,4.649559815146694,4.799264019394332,5.111055050779871,5.322027528552232,9.407917672954682,12.181694919991115,13.810856341554949,15.22502802355631,13.002803313705298,8.608139644601613,30,492
10,3.0818479724859764,2.6330862772801273,2.2946959503737103,2.2544428094976103,2.8135131437437257,4.166122089443651,5.582393766245571,6.657983084480314,6.3356622697551135,7.148216260154775,7.890103902120506,7.167912950142606,7.6256423997874645,7.571035117239077,6.638224660376674,7.001981583172253,8.396520411136777,9.387743032118355,9.700445232208697,8.735472404680236,7.733376425543189,6.62929968522395,5.190846676592675,3.604447226118613,30,1084
11,1.082478561802084,0.9580389446749701,0.992561530091893,1.0396670223651951,1.2285055232263755,2.7586227089357167,5.2484096371285816,3.7328744286534414,1.9515507296435435,1.6778350905121844,1.6073816311448692,1.6303440840181593,1.6742698865857875,1.6884115012908614,1.7771943899714244,1.8483274941543528,2.133072525633176,2.7259920847145493,3.656820409079731,3.835929951814419,3.566714756332376,2.9560229380444176,2.05353374052663,1.4335298534788272,30,2767
12,0.6794283910028803,0.5828064323422002,0.5486332940990442,0.5476958659731194,0.6622829125888463,1.0307767784420867,1.4061028955558947,1.5594931659503515,1.3275137785833124,1.1411150724211874,1.1716891950254238,1.1115704804375433,1.050624836816494,1.1401802857998868,1.1903823178383197,1.1353621137818068,1.136772771824108,1.2918854042245398,2.048996909698696,4.125417794883857,5.994000148682469,4.1789982615767,2.0949169011672217,1.117742081194591,30,1850
13,0.3930928280071507,0.3655183162768328,0.3385243573420832,0.3389850094646853,0.4123158002994277,0.5764301282052973,0.6672554236199532,0.7106510716945185,0.7533961659937158,0.7179398243865431,0.6585628047086703,0.6105727923086135,0.6083350263941755,0.6250686511866149,0.6562552808317881,0.6732947204614527,0.684989068889775,0.8670753192353037,1.3359985297603902,1.5381638952112344,1.429750910546735,0.99544594052172,0.6519341651030917,0.47563525366572723,30,6965
14,1.1517686348415956,0.9729267688740867,0.9529761874924205,0.9177649138808276,1.0438042271045416,1.6352860023186686,3.0501803099666054,3.0717676576193287,2.3050452910736423,2.1096747624601,1.971461744832213,1.9811712062340652,1.8496396996297362,1.756352038873198,1.9331206352927666,2.0755839606761097,3.783979150344857,8.602978644826221,7.266260314657034,5.250431664739443,4.318139102393126,3.1736841993959986,2.2187512514999193,1.4924983128957543,30,1626
15,1.7117598431457501,1.4820930259756449,1.4077075529856746,1.3960672617591638,1.5514137697002317,2.2264804423772206,3.525956033876348,3.774795777940423,2.6938154830111767,2.5264250132608193,2.4814137971039427,2.361329983401386,2.481080319180125,2.5366220437164326,2.65102708564348,2.5307674372039584,2.7918875143162447,3.3279322678522374,3.8690681628150707,4.699715667775238,6.952677627959929,8.320468825847433,6.616041812412517,3.5919041372398337,30,1558
16,1.8431404726355758,1.7615853969047637,1.6106161933008285,1.7181469716821547,2.228138373298622,5.683264802937227,9.900461919533923,8.325825378245398,4.950570604338278,4.109465072763478,3.5876022068614963,3.5576564467958973,4.079815683331023,3.827840715689631,4.035990386505458,3.9128590012031594,3.743182130432152,4.284356676824287,5.371218677025406,5.863807206954649,5.605138394735268,4.487324467391968,3.216706403821962,2.2085274445678444,30,996
17,3.7436200080820465,2.8428125042171963,2.482399152030913,2.3905932828889838,3.041851331511595,4.764602283199291,7.913888270116522,13.434326242860122,16.508435605206724,17.217809651216324,14.76164489494862,12.908767035583763,10.032096602883414,7.947411470330379,6.870356534053854,6.395162878868485,6.55697680509536,7.112570096805658,8.488139208081662,10.626911468599276,10.554841393252103,7.543230140997998,4.903511373858868,3.6037496653842154,30,252
18,1.0971276966872046,0.8901260667921377,0.8266645008315143,0.8460407526646837,0.874710271046887,1.1077993223706997,1.7710947719992371,2.091634523734898,2.5485499310550885,2.9921581694472756,4.017557334722413,5.5552557372137565,5.4828329309280495,3.288200079079826,2.2738360148413057,1.8054879613875923,1.7495283120916336,1.9900775176439252,2.7854819502544497,3.162566225451817,2.866827485484295,2.3607725704508677,1.7083153960105448,1.2659010285509065,30,1509
19,1.4368973048562836,1.29471876227287,1.2014963585965115,1.203387531425897,1.3427036489556254,2.3673062091009633,3.457123462271691,3.4099353569226585,2.69461761848431,2.788892722433697,2.995838480991976,2.594286555532024,2.657219955055338,2.8576133124384175,3.9268272471605243,7.384089389549714,9.263494099561523,6.787086576836997,4.972802403859252,4.865193241132783,4.8111073844110965,3.800406789319873,2.7337286662655704,1.8155455841423294,30,1523
20,1.4682973922068878,1.2184497297086738,1.0876282686252534,1.0622628518658987,1.1161959976412845,1.336129841863723,1.781364538019685,2.9336637481810293,3.8502691263908364,4.662390609327875,3.876320943483576,2.6232538004141386,1.938184795372553,1.876255381519688,1.71560063903809,1.636168475510983,1.7909853802733886,1.9260733689467309,2.046274156671726,2.4528304215434407,2.768251009093015,2.8077149400691654,2.316598989357977,1.8357822952663392,30,1818
21,1.72051754584137,1.4728563475872523,1.3469982952662407,1.2942194110603844,1.2459952589221839,1.6631090573839138,3.0775016091248895,6.995402172727958,10.369823484438527,10.124691409658869,7.862183144809222,6.388123708413309,5.078048551530437,3.8274667900164303,2.9817120848252596,2.428516612108094,2.548069098506025,2.9291877966392916,3.5520170965780276,4.256909732520397,4.556747090378228,3.8728775323905684,2.5756860004170505,1.7107716580618062,30,950
22,0.8553475532930455,0.8100246632195032,0.759066165133365,0.7602197705743974,0.8395243350034605,1.3668913089954315,2.6129079769040664,2.703821008204356,1.9020358444311902,1.700620956942989,1.631795881456766,1.497995894890515,1.5355738585169034,1.6766155889769772,1.7303327292672306,1.5777523885196796,1.6233900746516465,2.1324477908189734,6.428890074258096,7.824941245228256,4.699427707991956,3.171768051343641,1.9338749817326735,1.2193080117437738,30,2104
23,4.0482669066944785,2.7997038620186157,2.3698754556486223,2.573472007740228,2.6788911348091933,4.912084255933418,7.393712496396438,8.444754301117865,7.339154056627369,7.699349630234579,8.53450769657524,9.161046431073405,10.279924359708696,11.858109783317076,13.546678955738892,14.799120544839699,16.509178041238794,16.617460007065635,15.29019864720979,14.457829654180115,12.536623627680543,8.961369917328211,6.022801651572405,4.6343511657017205,30,371
24,0.46681636079512734,0.4312736367466212,0.42205554881383706,0.44406038576643486,0.5496616693793804,0.8864049745471401,1.47090519419215,1.744790334812927,1.6909971662352736,1.516485074937783,1.344933144740099,1.3381263469299978,1.2181504967524275,1.0938250625214658,1.1657777345092974,1.2809529510926791,2.2571868938726123,4.177839472054577,4.922697237153284,2.9447892034433734,2.1089071377811575,1.4722661650830287,0.8448492524919833,0.566047125019255,30,2469
25,2.576532280233614,1.989693887126191,1.797961009183287,1.6496837917624179,1.7174071882683384,2.015795722340636,2.4373590248303656,3.620636703272208,6.822668047413367,10.887285787330812,14.217442658331677,14.993027381516924,12.602049537365321,8.302741739194872,6.109519884513198,4.624403829086539,4.099336857861337,4.3621258503959615,6.157649394219301,7.564384709084435,7.306926763032642,5.508649078413663,4.088072784987796,2.618025078029808,30,697
26,0.7112763962154829,0.6569389917842345,0.641946785476403,0.63356335361762,0.7588760955552682,1.0417686435277027,1.2610195394102903,1.434420135142845,1.3371593052070452,1.266643130373387,1.2129570628657431,1.218079351602301,1.2565999793377647,1.2420319143372045,1.1913930049651793,1.164051243656201,1.2487456665166592,1.4318571375867117,2.040535077715616,2.5138237167506063,2.3216727075029517,1.9891778534053048,1.3972135802163246,0.9533419179870379,30,5297
27,9.299936764678796,6.494985584092975,4.913948545163427,4.441813757436145,4.1445653071404704,4.735440816523294,5.854841016857682,7.968663562096865,8.515680014328275,9.797120376865648,12.997959861547189,16.36902568070793,16.982366231611227,13.955340504347355,12.570173331087934,10.117204716432957,8.727546284036567,9.430039064341637,12.798642982230536,15.445288037168394,15.361901741398217,16.90128957795999,15.300230437943364,12.04923662087983,30,215
28,1.2865500489182542,1.1402175913913393,1.0860508942838123,1.1121393108173774,1.3027787087191849,1.9298764902331116,2.6968394803080735,3.0010203435903495,3.1996649242148463,3.118358850542673,2.9476863458274996,3.1964571769473173,3.7167051112641807,4.357971161525968,4.80018459640585,4.701919867217182,4.404466783475028,3.6874757045852036,3.375688832921778,3.4999401514671504,3.4458728086963046,2.662832340687506,1.9700867414772494,1.5100352755147606,30,2140
29,1.6842793529423377,1.314687957866024,1.2566730207293713,1.2452312769621376,1.344787573946246,1.6882667174008168,2.417612714291072,3.512439803258035,4.073206354955236,4.734827914881286,5.109372077607452,4.659844408213037,3.8728998901217833,3.3808813965148268,2.7421170188331554,2.4257920925450134,2.3911265752481077,2.6961922379429586,3.9393335017774156,8.733222714955758,8.55796912866966,5.80642888440056,3.6275195250155954,2.2196301403719216,30,1248
0,1.4467489339119077,1.1188929420110643,1.1314172377335092,1.1807964624849219,1.2560376564880797,2.766477546692381,6.4525681431654816,3.851449639471918,1.9297559746267168,1.736218029080458,1.3936174587787653,1.363990981808675,1.7341555806375988,1.6041992090925778,2.310188336853011,2.1259387576550832,2.028285592546065,2.9930986854692105,4.463374668496108,5.740649697593613,5.846869571925766,5.477860980057248,3.380856072651892,1.7962063152708256,35,2293
1,0.4456887162099601,0.3870066080571097,0.32164727226173623,0.3045338883886442,0.4417591117605494,0.7968521928149914,1.384021153577658,1.18035555081442,1.2269014241940837,1.070028293116347,0.9101324778744109,0.8864168301662978,1.038105551058463,0.7750802449535067,0.7810177402698674,0.7963475047154168,1.0397866061377323,1.1525244582846177,2.8484271569086204,4.85763277083124,3.825053859898345,2.4386402381401435,1.1014705354110428,0.732954126152703,35,3034
2,7.258333291068222,6.636363640201814,5.880303031510928,3.950000003488226,3.0333333177435575,3.85681817646731,6.791666651878393,9.427272751024274,5.625000028447672,5.411363648194256,6.535605992670313,6.3727272295703505,5.380302984267472,6.874242399170092,5.518181809421742,5.924999993915358,2.877272717993367,5.7924242240913,10.108333325747289,12.98409083982309,13.317424222826958,16.834090864116497,15.784090876579286,7.320454527144179,35,385
3,0.36728195943486647,0.3020409890118978,0.3210678058530705,0.3321059620780808,0.47302950325162235,0.9668307430826788,1.5792355863326766,1.3221251873502218,1.843875112171684,1.5306596440510178,1.333014194459534,1.3892653777054982,1.8430688369005512,2.254602710737967,3.615657276634862,4.438452542958415,4.362082522347266,3.2997092595995485,2.8911703618078617,2.4072948062475645,2.282877914646805,1.376818768372189,0.8694203661057819,0.5864205087249984,35,2359
4,2.917948706839711,2.4858974212637315,2.0923076959756695,1.8967948730270834,1.5499999944407206,2.473717947609914,2.437820512849169,3.803205109129732,6.931410237812461,10.14102568840369,14.400641070344507,19.851282064731304,19.271794847953018,12.551282051282051,8.363461461443547,6.207051240337583,5.463461506443145,7.633333323618921,10.167307682526417,9.591025612293146,8.980128213381157,6.615384614620454,4.925641050036901,4.230128198288954,35,466
5,0.36521739661693575,0.3478260934352875,0.3478260934352875,0.3478260934352875,0.31304348409175875,1.8956521704792977,3.56521737575531,2.60869562625885,1.513043475151062,3.2347825884819033,2.0869565144181252,0.2608695700764656,2.939130400121212,2.6260869234800337,0.2608695700764656,0.24347826540470124,0.2608695700764656,1.6869564846158027,1.704347801208496,2.4521738648414613,1.878260850906372,1.0260869562625885,1.026086938381195,0.5043478220701217,35,572
6,1.0010765641392307,1.0223774694119179,0.9998204289305778,0.8548658041218444,1.0002973432649696,1.5017919981550603,1.698444443719964,1.8575535897614937,1.7123555934263601,1.8990750850607006,1.9669877472307,1.9861141106155187,1.807615349889984,1.5251774260709212,1.2022382303185404,1.1795359544728012,1.3608693910827714,1.3870807786687975,1.8596420551990234,2.402731950248754,2.701218768301464,2.621505044379405,2.0100230827915766,1.4625167007058386,35,4753
7,3.007272704035947,1.6457000009715557,1.1086000114679337,1.0251166743536788,1.4542500009139376,2.8018333084881304,3.362049986422062,4.401083322614431,3.644016668200492,5.3704333357512954,5.940800011654694,4.417949952185154,4.305183343092601,7.063549994925658,10.526716769735017,9.301133344570795,10.725900066892304,12.806166591246921,16.595916589101154,15.837633260091147,11.211333274841309,11.302633319298426,8.281933280825616,5.766949920356273,35,295
8,0.49628602281275874,0.46863068878751357,0.43529402696435254,0.48186300421754524,0.5462998424544259,0.746742066709778,0.979782403286647,0.8625429675251515,0.8035850929586333,0.7021705242877339,0.6801756080092035,0.6571428517262273,0.7313247733811538,0.7278409084013184,0.7645464915822486,0.674814766035625,0.8067093978647711,0.8786234977421863,1.3712942191857742,1.494442101998909,1.4792311000706515,1.17672152144482,0.786212838472139,0.5543326082208135,35,8858
9,0.6958060623344148,0.4933833334594965,0.13355000068744025,0.14551666664580504,0.123983334004879,0.1443833333750566,0.12071666680276394,0.5485333281258742,1.146899996884167,0.11696666553616523,0.12078333292156458,0.11866666631152234,0.515066675345103,0.14773333296179772,1.864033342525363,0.12304999964932602,0.7566666817913454,4.260066653167208,3.3304666563868524,0.5211499986549218,0.7415666652222475,1.4488333374261857,0.43756666829188673,0.1650999986877044,35,435
10,4.767857124053296,2.5797618835100105,1.960714263398023,2.4440476037561893,2.234523793061574,6.963095272580782,8.961904833359378,10.479761968056362,7.780952390283348,7.425000014227062,9.020238111593894,9.167857144560132,10.06071434702192,14.45714285543987,14.917857175781615,12.55357141154153,15.16190483456566,14.31547619899114,11.027380963166555,8.928571533589134,11.675000085717155,8.045238108862014,4.651190491304511,4.617857132461809,35,329
11,2.9979166438182197,4.391666665673255,2.9895833147068824,3.062499985098839,3.2249999865889554,14.329166606068608,15.750000044703485,9.635416626930237,8.691666732231777,7.516666769981384,5.889583334326744,6.799999952316284,6.331666656335196,5.16874998062849,7.966666705906391,7.600000073512394,5.197916651765505,13.86041655639807,12.381250103314716,9.94791669646899,7.991666624943416,5.566666613022486,8.804166664679844,3.9208333392937984,35,123
12,1.7941725021640667,1.3243076926909194,1.353153857283103,1.5314807675014703,1.2263012824054713,2.2730000022894297,3.821102551017434,4.314544857407991,2.189564108753051,4.069198727607726,5.183999976716364,3.4283269306597046,4.833339735005909,3.6278974215667223,3.3225320503115654,3.766294870143518,5.520288427288717,11.705128186788317,10.373987199022217,6.694993550960833,6.861352539215333,6.531499943672082,4.304512802989054,2.565141016521897,35,787
13,1.5069269153975124,1.0453284233078068,1.0097156866435328,0.9309313735906398,0.7784999957417741,3.663181350109917,6.53016174730717,5.597102926350107,2.446431371219018,1.8176029402689604,1.8081274412426291,1.2668823505587439,1.530573515440611,0.9801470563180892,1.7208284304349444,1.8650294006893444,2.307725467335652,5.323098005288664,11.712794113392924,11.611450981860067,7.625558791499509,3.856362736692616,3.665651965959399,1.784789208213196,35,765
14,1.9309382674971014,1.2526111044679527,1.4139722273397595,1.7200617300415484,1.7827006096917173,2.18579630261678,2.9024444431020524,3.8642808599512515,3.8140987529200903,3.3047376262185018,2.7788888962916385,2.3771265425063945,3.3088395014451244,3.7332685040884916,2.981382710238298,3.5395524696113516,4.913783964459544,6.450287055937044,4.72423766479816,6.323046299042525,6.8226605061395675,8.484339502858525,9.335657409173841,4.203814815568887,35,992
15,1.771311030903461,1.3935486078779729,1.4002291692800262,1.385138891844286,1.7599745475583601,1.4695879661443607,2.510604170840924,2.8916411968293017,3.400071764106138,3.673078686550811,4.9999421330134375,7.869497697869384,6.237245390053701,4.034118055797148,3.1303472212619257,3.3779606445933923,3.16707406475864,2.562187502971264,3.1110555501482273,3.849358804644671,3.548057871318802,4.195618044567742,3.7143217480258537,3.08128703194153,35,1939
16,1.0665006650507949,0.9042630750894338,0.905292061248269,1.020474055930451,1.0487923648121544,1.732912890209289,2.758488670881569,2.823341489503798,2.7790105131487337,2.846334929275381,2.326622808610006,2.4943858043627167,2.6377719881625237,3.276654326199339,3.206195495567678,3.1357450257995474,3.15759673905331,3.6395167458151185,4.200678232144607,3.9697008154226907,3.405554399712311,2.5843807097585194,1.9432200731644473,1.4532202390280917,35,4843
17,1.035455490329436,1.3228778588629904,1.1831262978414696,0.9022774357526077,1.0480331269580694,2.7292960487660904,5.998498926329471,6.330848861414763,6.521376804688146,6.931573525922638,8.386438924216085,6.448550748115493,5.883074537203425,6.290683219138356,9.779192499319715,8.906055875193504,8.63183227919397,6.001086913971674,8.480538317986897,8.679192553815385,7.00181161959966,5.499534109802473,3.3246376868514784,2.0782091125845907,35,595
18,2.082499984403451,1.6500000005587931,1.5833333193014065,2.1016666612277435,2.1833333143343525,3.070833333333333,6.212499991059304,12.005833330253758,14.509166606267295,9.154999939103922,6.909999985496202,6.6791666378577546,4.792499972879887,3.7916666408379873,3.004999982317289,2.6274999757607778,3.20666664938132,3.165833342572053,4.441666658222675,5.107500014702478,5.089166645146905,3.877500006866952,2.536666654609144,2.2891666664431494,35,553
19,0.530434787273407,0.5304347753524781,0.4391304314136505,0.16956522054970263,0.43478260189294815,0.3652173843234777,0.2608695670962334,0.31304348073899746,0.41304347962141036,0.29999999701976776,0.2739130429923534,0.20000000149011612,0.34347825944423677,0.4086956486105919,0.1739130426198244,0.2782608687877655,0.19565217271447183,0.4086956512182951,0.08260869719088078,0.4260869599878788,0.382608687877655,0.5173912957310677,0.47826086580753324,0.1913043439388275,35,1785
20,1.909180569030806,1.7085382788833505,1.468655333765175,1.705663687778988,2.1486020777320514,3.2894321293232656,3.3111710987175287,5.61397432235164,6.371991007829056,6.2419692820235015,6.427756646372701,7.936514965822733,9.376979517612769,10.19245573753032,7.089205117458883,4.368563023026007,3.4208378949998943,4.624798243994944,5.749098163929537,6.068204352864321,6.186485858736694,6.330434514949286,3.3768245357318203,2.543920147014053,35,1185
21,2.3381720410599818,2.2481182724317557,1.7032257992854363,1.8104838666015417,2.0336021439282486,3.2763440932037047,5.845698938254389,6.5965053693501545,5.225268819098992,4.9295698723164945,4.738978484785687,5.921774166766353,5.325376341688218,5.115322577496692,4.9185483871849,5.90698923551107,7.909677415345145,10.395698916367303,9.870430086729346,10.365053740560366,10.455645149433485,9.302688165858227,6.924731177388019,4.62741936080318,35,1027
22,4.028571417289121,3.5107143131040397,3.8416667192109992,2.6845238359556314,2.5619047486356323,9.158333237504676,10.54642851544278,10.061904704819117,5.189285655816397,4.049999953380653,7.376190420240164,6.239285708892912,8.253571294248104,8.390476059345973,6.496428489685059,11.067857122492223,11.088095135632017,20.138095146133786,23.485714305014834,18.9749998932793,20.694047598611743,12.498809502238316,6.839285643327803,4.213095201090688,35,243
23,0.747826087474823,0.6608695745468139,0.6434782683849335,0.3130434826016426,0.29565217941999433,5.199999974668026,5.356521737575531,1.6173912972211837,2.7478260725736616,0.434782612323761,0.36521739363670347,0.6260869473218917,0.452173912525177,1.6347826093435287,4.104347765445709,2.6956521436572074,1.4434782326221467,1.652173888683319,0.8869565337896347,1.8260869443416596,1.9999999761581422,2.260869550704956,1.7391304135322572,0.6260869592428208,35,366
24,1.118749994629373,0.9062499951881667,0.8270833351028463,0.7645833371207118,3.0083332875122624,5.870833289188643,16.08124996473392,11.602083305517832,3.693749955079208,1.6041666517655055,4.070833312968412,4.897916615785411,5.416666618237893,4.614583266278108,2.141666655273487,3.1333333005507793,1.6250000015522044,3.1979166258436944,4.270833320915699,4.006250021358331,4.435416683554649,5.375000021109978,3.2854166204730673,2.2999999858438973,35,162
25,1.4907787959494532,1.2617448887942977,1.1805223889493697,1.2322857810295231,1.6034858343612755,3.208168542484885,4.818428952140467,4.800139348854179,2.8665811392035154,2.8502591285278043,2.9113522288566895,3.0098199997230304,3.4903121094840275,4.08123240541179,6.375957552713919,7.521498007207577,8.365625316955683,5.568384439123439,4.631463382182465,6.383225727613484,6.595477130565613,4.567780029283658,2.686351771985314,1.748840708576054,35,1759
