n_clusters,year,k,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,cluster_sizes
5,1994,0,2.1238688206891783,1.8719439882424163,1.712794199305889,1.735554644434249,1.9470853863745807,3.967902761120585,8.987370010646856,9.850592964103656,5.89634190775084,4.905137748375556,4.928280339572434,4.518480120166058,4.540432400331093,4.297824299661314,4.414445357632703,4.73116219944435,6.143828683439496,10.132726692870033,11.52127805127037,10.401505205356145,9.327850758946472,7.2946086510899635,4.664459043025938,2.9606106226140114,2921
5,1994,1,2.4769879172118605,1.7158965204592966,1.4921666255534505,1.4085311906206346,1.447547019291525,1.9488490361028623,2.453040167772076,2.6680197440030398,3.853678411207441,4.424902310173139,5.264740332832685,5.903264984197516,3.419328141929471,2.9447983160599733,2.691721981999351,3.579691090499715,2.872589567061957,2.662584035036386,3.352110459193998,5.1149263884203355,4.2576929622301085,4.155595269772063,3.3794038826879444,2.3639142912773137,4007
5,1994,2,4.819776637082815,3.390549827646787,2.7721907214610404,2.699630580446919,2.8756185548066364,3.856537797762866,5.417096218368184,7.71851374346802,9.553462192056456,11.088041246953813,12.62813262329005,13.825867696421117,13.777302404126317,12.187568730873101,10.910876288264992,10.348642613669016,10.481426114118522,11.416082467616254,13.350996571839412,14.32444158534989,13.661675257609579,10.89468212636488,7.961632305580831,5.772895188741642,1327
5,1994,3,1.3076890617676016,1.2026730927026024,1.141319779490062,1.1554765988238112,1.3306194357397496,1.967851061793756,3.2371908162095115,3.719017706369677,3.565143368243504,3.905625270577688,3.7726306154025213,3.6090902947843073,4.675685260509692,4.017963730456893,3.671147840277141,3.060467014171386,2.819137477474703,2.9443592738546926,3.441993150084994,4.147119306974514,3.9775879193345713,2.9288929701278277,2.0777653593506815,1.5415714985888254,9836
5,1994,4,1.668717492252171,1.4486299978633073,1.3474624767837373,1.3192236973675175,1.4492829553499207,2.3309917889674074,3.757072001492451,4.179486176413219,2.7163322924393727,2.8196408337306167,2.9075454448502605,2.699252689579511,2.595664101914639,2.8161846105725283,3.181634528769343,3.6902929467934205,5.024980492679726,5.956788710332142,6.953026077610276,6.696360897683633,7.006209130052485,6.180180004598688,4.671127769313658,3.001660724288704,6988
5,2014,0,2.1562812046570987,1.9831778147374275,1.925752535683886,2.002789568463704,2.324939991805491,3.1506086770363972,3.9123841007550784,4.545471712457177,5.114759434354356,5.482902742789405,5.764683618072767,5.779855397148709,5.643335639085876,5.120883694225921,4.679898310026781,4.562849787606831,4.73681132369247,6.601227361462012,9.176279764485347,7.978178442390158,6.308053462827363,4.6503268260506765,3.199983317914915,2.45326825958529,14981
5,2014,1,0.3977212094211321,0.374858029658643,0.37044461365690656,0.40394098140243223,0.48723837598735187,0.6999407261323664,0.9310950408800543,1.003008404603398,0.9977045898013932,0.8985866337277449,0.8770512088658555,0.832473739443417,0.7982815881660428,0.7767993500805322,0.6972988438503678,0.7144534660524297,0.8433887593690976,1.1031087797195267,1.2791515906407425,1.1900828704954711,1.000295146911194,0.7624750668133856,0.5462227228810965,0.4389524646839137,65271
5,2014,2,1.6840504327932608,1.6024172282077267,1.5803985689792233,1.7124420263913727,2.301403583338813,3.408133388665519,3.7831852051595494,3.2713778378799394,2.9992230427834263,2.7220237941011356,2.628688308304249,2.6462390502293953,2.6951379860798017,2.7325562399407737,2.59007724467423,2.87124524869966,4.466157521076501,4.917450339393487,4.147930691112757,4.075319810535672,3.7552884640183524,3.1309621612791467,2.3238322570215173,1.8802440546044437,25688
5,2014,3,3.7956010496394024,3.4051346959075373,3.2839239235971625,3.2912945165021337,3.961038672641794,6.532757558321139,9.995587371363804,10.402274205194704,10.04143744318119,9.200961663078871,8.165894780709097,7.473467739974018,7.128661466229585,7.211137140507321,7.447975445742385,7.984824636075239,9.518184958733006,12.449576460552693,14.75888663619312,14.723606329179436,13.815417888391812,11.423989424628619,7.596064032552728,5.065853899646927,4548
5,2014,4,0.9954516995499904,0.9379216010948765,0.9225941461090129,0.9722845665634647,1.1986765903725844,1.9292664792847178,2.1695343999842245,1.7464375399541041,1.8958076055476698,2.080684985441565,1.9276586433759135,1.8183128016311279,1.8157593043067666,1.9073668719307038,2.2568813007205555,2.4332260574526385,1.872495851430197,2.3513890632790444,3.4092911913845487,3.53370430477739,2.731570169325246,1.9202947542664892,1.4079237757544145,1.123128230744953,48957
8,1994,0,1.6742445405093815,1.4992212669472396,1.4095238094027012,1.3802273547703015,1.405540637334498,2.5707035471017994,7.817472252295199,9.202855360178388,5.370157540196641,4.022708393502291,3.601521657837833,3.1494466657997546,3.8749015315189417,3.1638023591424633,3.1723326163281715,3.449516648746763,5.1254296435414615,9.362226992284663,8.758494451523331,6.881399935152758,6.710427855434564,5.390538852147005,3.8313909820495984,2.5409684948285762,1888
8,1994,1,1.5389821092071434,1.285904574805021,1.123949637747879,1.1031842296929504,1.1223492406795024,1.4191451309748724,1.9023094780054322,2.208704441571278,3.4562127236449673,4.597829869412223,6.301547984595923,7.398553675975061,5.613161032904382,4.2429125253609845,3.0236845588070866,2.874526177257093,2.7379058980300894,2.6504539418637223,2.9445659372614954,3.5768455903987038,3.8403114620643155,3.3848508940480118,2.7812856222389963,2.0048111361513685,3153
8,1994,2,1.3851021914896335,1.1960792121789594,1.131473541001075,1.1224955678186033,1.212333547201216,1.8155977828247456,3.0049989413975378,3.3899213712697036,2.626538797418934,2.559375791713376,2.2455989247661976,2.0526576516509767,2.260547612425088,2.09486339446526,2.1004434384776287,2.206541709963133,2.6193855401066597,3.385587588295483,3.8656249169946375,4.045704603897846,4.024563841531203,3.531312048663781,2.599062162985414,1.8108933653571049,11087
8,1994,3,3.4258051957422713,2.974094468697257,2.768783654510698,2.9467816965365476,3.939892315177674,7.139880095190507,9.367327481595794,11.368795903553654,11.255604502364307,9.997225793724576,8.0620366745782,8.028250127807594,9.378932949059303,9.433932952426938,7.768746952209456,6.670386689756576,6.415124826024757,6.978450818603657,8.242156162202487,9.217927091152774,8.913742068627101,7.4407122086640625,5.078683324163662,3.5813999073146814,808
8,1994,4,4.264847809475113,3.2365905715079353,2.71615627332526,2.529658499335608,2.765775796373769,3.998079065814251,5.8141982204625755,7.801085740916918,6.103897542170715,5.992981880568222,6.734465480078242,6.3892433512700535,6.765109499256834,7.858992204845157,8.425983665930687,11.29780066464892,12.796009643793614,11.051484780543035,10.276327028407342,11.50234780743794,14.293698959878109,12.753971784684666,9.804667782167746,8.397206754712679,964
8,1994,5,2.892991454394873,2.1191880353686647,1.8501159954538657,1.756111112613142,1.7189560445214311,1.9679059839037596,2.613589745901424,4.50380952566662,8.049200242832839,11.90129425987847,13.715085471575218,13.371015266589492,11.734065934347953,8.052374845349716,6.129749698987887,5.045989015100291,4.707289377770523,5.062551896196308,6.240921859712455,7.475451771490123,7.256202684984656,5.793931621036536,4.211996339221051,2.7904639823068873,1336
8,1994,6,2.3737877714122795,1.8378571426510115,1.5908847740643857,1.5882686657663545,1.7159376844974001,2.5678835978931946,5.120423278883791,5.783162839527393,3.607995293838026,3.871446338805163,4.44200577042589,4.896027145037261,4.921300410203481,4.591484416845208,4.38972368956046,4.674382713619513,6.075825981157367,8.942181063400044,12.00839505207928,12.155790704152993,11.20147265775862,9.420243974452276,6.755681951655213,3.7114499512121237,2016
8,1994,7,1.7781790804259106,1.5321381154648723,1.4487792442618697,1.4174430506671727,1.7605398940720653,3.303764429229196,4.847037487446701,4.373265905534082,3.637059453712331,3.704681272642943,4.005620870234659,3.734711174858404,4.180715596106021,5.128194909930972,6.6034988221848545,6.591735617726212,6.147640203711174,4.954957089745458,6.192987019461789,7.463400237259209,6.143553986207925,4.291352536881323,3.204420777408406,2.194240985174883,3827
8,2014,0,1.740776392938239,1.6234737514047817,1.5947279704662716,1.7042290642911067,2.1797222783804697,3.2057727554665782,4.020994547753964,4.269061537769167,4.387643334444263,4.525137398076583,4.63110759385506,4.671925909228194,4.48017006701123,3.6980066514190235,3.4066901842604094,3.7999579906002197,4.529543643708044,6.343609346506416,8.384840607686034,6.602241280600734,4.98248390642821,3.710111403377779,2.563245489349928,1.9872814560851775,17262
8,2014,1,0.3446912907395452,0.321080807312586,0.31550868780199764,0.33500386730835086,0.39645315201614256,0.6774474665957667,1.4797873692889205,2.365268909614051,1.8972991880035004,0.9915308982460802,0.8446171510290693,0.7725294996336564,0.7629172679052628,0.8664223927395399,1.172991181692856,2.033570675739303,1.114665154839428,0.8196831526016228,1.0148993801369413,1.000345928526827,0.7670839857122237,0.5775416745251623,0.4287761536262441,0.34355198380692226,16025
8,2014,2,5.255469695351799,4.8953979362976,4.689812411947005,4.781266191235292,5.2232712062278415,6.473288603735155,8.230614561814717,9.261891017042299,10.448149620617182,11.258069818387254,11.398813703033033,10.95023896536895,10.468494004634795,9.742328803256239,9.318836696381725,9.552358270628586,10.58981682080209,12.909483683744176,14.06664264589242,13.573379877700315,12.337991043193677,9.891583812780643,6.868430889859126,5.235700545548046,3112
8,2014,3,1.1548763868663188,1.0938279425952164,1.0734156500060854,1.1514882573591019,1.454116567357059,2.2042576932177838,2.5570747122322257,2.2892071106219136,2.2046668209353357,2.0833090426183496,2.0515665484966554,2.0155331500681366,1.9940149506524223,1.982970644976895,1.9836686533400454,2.0724875591991716,2.292152216176061,2.737021284802923,3.1551589992319955,3.3248174976738385,2.8906173879166075,2.2157555751575,1.618835426091911,1.2957381459072592,52814
8,2014,4,2.6643271378567404,2.399386035713602,2.3681532997375774,2.420392314174865,3.2043187563143105,5.342975227778239,6.890679139426516,6.5396563078274825,6.243499087472561,5.05681731606518,4.174755171375524,3.8872814391136283,3.810617621027914,4.07208370455537,4.18725160971702,4.7229028131456285,5.823543705745188,8.14549698710975,11.47845479650674,12.563232529871994,10.865284033127955,8.535701546770948,5.866939453099743,4.0703802338418615,5261
8,2014,5,0.37320680369226555,0.3507187032689303,0.3409558895511566,0.3489284316391456,0.4330219941272222,0.6959758883323498,0.8531508666554753,0.8649931283411852,1.3809071215458393,2.141621358512058,1.7128699609928506,1.2055712633857396,1.0645676845359267,0.9832083393887068,0.9761727538561658,1.2651110627324267,2.638322108455169,3.2309942046239306,2.184310580173368,1.3836395241198292,0.9415137822141849,0.6920978904575988,0.5022041013486197,0.41006099896031856,20803
8,2014,6,2.3532523633288784,2.1162512594600766,2.066758064498431,2.109957201019952,2.371066785476762,3.128210730160454,3.7229244825631187,3.9469215799242305,4.718979748484018,5.672854980384154,5.930948454161482,6.050460136098811,6.842200244936813,8.870366163731346,9.343840810143908,7.990628976750875,6.951708694122913,6.788589094818405,6.23727302750183,6.087968932786054,5.573925541331462,4.419487319536511,3.2130457134142762,2.5151644845726944,5044
8,2014,7,0.2650401975777248,0.24990029315525628,0.252998078231334,0.28448184978262436,0.36740208544167136,0.5474040802942876,0.6030181616251756,0.44393991038672737,0.4710949428623221,0.4143287971831624,0.4248485025253999,0.477498379991013,0.48683667694668137,0.4855340844183552,0.4563958556658794,0.4087035452836932,0.4325077054483998,0.680285853091689,1.0752557407973269,0.9409549583131356,0.70784903870466,0.5309752859295475,0.37660340680701143,0.30055744976810933,39124
