k,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,n_clusters,cluster_sizes
7,1.063132856006515,1.0299421208489279,1.0218496324517707,1.0763910369234364,1.302062888367651,1.8991950795686585,2.2773324004069138,2.0463120751769446,1.9580955886279323,1.9320870090939277,1.8703109559250397,1.873785606246393,1.7910798481653907,1.6382210369813952,1.464133676415661,1.4550394780146916,1.698742322292038,2.2360767831492008,2.6429385877813516,2.3695965709511664,2.1164001917741744,1.745010706857723,1.3507414714182189,1.1367827964379391,11,72010
8,0.7972979233779944,0.7686194234242978,0.7467127636044957,0.7916695558580672,0.962842672228695,1.2102615046980587,1.428365296746217,1.5618642291277292,1.747067985597521,1.7905370106318745,1.754075166246849,1.7956271542382118,2.122255559482929,2.6444576528442494,3.304332848969912,3.8608181302853755,3.7199081469898263,2.64455383170321,2.117550800562655,2.0198570210438644,1.7343395734353295,1.3557356289677267,1.0421602052228067,0.8802051360001913,11,27800
9,6.786329482591946,6.05710382640738,5.876605187414234,6.269501359437349,8.838063512586537,12.027773205227799,13.464275936760226,14.057587855455022,14.639931682359856,14.344262282925163,14.046120212272143,13.629904379826453,13.040252713389846,13.164856549870237,13.91304955156047,15.2520537168154,17.47066257055847,21.890989794013947,25.17814547456852,23.78886456292324,18.34566254039826,13.305402996710662,9.929041220364715,8.041539366850445,11,2149
10,2.7674260542335447,2.6248661496774526,2.5840252278465328,2.926706525217096,3.902696808004275,5.8696437406485344,7.279667179873265,6.323931007237797,5.48720206036164,5.006586732351311,4.5646397390373545,4.237767243746772,4.034103928570082,4.11288263709708,4.264128164292802,4.822597779911994,6.0247173488247645,9.001525449825463,12.618171444526341,12.610962300457254,10.059180360082788,7.356914997326154,4.647543556964159,3.2190690539070625,11,11601
0,4.040831206512381,3.793212410647735,3.6776906628952677,3.99383869367505,5.0518027850701515,6.998012281051091,7.874885396560372,6.910353061410962,6.528925389554281,6.30261653472377,6.082184625776036,5.894529479021281,5.859412542747436,5.983624224168132,6.510061181151566,7.356029415967433,8.913247508286481,12.145029867128823,16.098282377637684,15.839186429464826,12.615109101487716,9.327451613652842,6.197262268147707,4.6430021977282685,14,6455
1,0.8255537590867692,0.7955273981002352,0.7857805273611227,0.8764923117314902,1.2275973824930044,1.872075119134876,2.0859733769300752,1.5731941002832803,1.3746106360696235,1.2884699077021813,1.2243774110629504,1.1926089595067912,1.2072207202932597,1.1649352278975234,1.1571705084151307,1.2165055576267734,1.3938913553064898,2.4741897347348027,4.6819932285309225,4.619762683394691,3.032574559427878,1.9092704597787944,1.2224148785341742,0.9534080377479048,14,43496
2,1.2831717189669516,1.2354813545012149,1.209505511034618,1.274584137054751,1.4404991186706844,1.8154542345954898,2.197766599704605,2.3987746015601052,2.6348035506602545,2.7240492155361378,2.7416794513546296,2.8403336536792145,2.9414429173988315,2.8986344761969476,2.876966095857296,3.06017795892929,3.488161290851419,3.8066579921734145,3.5355424942103983,3.1224987478582484,2.6841861724342704,2.1210162157154087,1.6529195868066822,1.3886589406586158,14,43332
3,3.112183888605615,2.9732557247910743,2.948401242345425,3.191765618893266,4.168578189505946,6.19863018513356,8.437354844383684,8.168000060175965,7.249904628039991,6.331580039865417,5.565990182254704,5.1035200250471044,4.878323632187709,5.015799272307708,5.192357040608083,5.5257566791316455,6.2272818269251,7.48397182571053,8.994276217136338,9.082135032097083,7.706924634514761,6.170730686729819,4.425061099515617,3.356250045810625,14,10399
4,6.421893772281563,5.850524262769733,5.713300522744175,6.07895634299241,8.12239086881991,11.184140437476787,13.187133947942923,13.7351697978124,14.059903559924727,13.817443813255233,13.272162656720585,12.743436187963622,12.314270118055031,12.339742329118408,12.703020097800275,13.834307877747815,15.870870952023916,19.670387466915777,22.99791080597133,22.330481024938354,17.950955399847896,13.270692501138555,9.814793724683657,7.709309256443539,14,3004
5,1.4622757210011141,1.435720690850718,1.446928330811637,1.6886373644523212,3.3256406248144064,8.019302983254708,6.97278964475634,3.5861406225013672,2.3748512387786915,1.9696014947871605,1.8010142087883436,1.7425085894636676,1.712472392320615,1.7274857361520661,1.783129067278829,2.087628260479892,2.6957611530238936,4.228488698893183,5.060533308416447,4.573518852554275,3.537965215541187,2.6365136996965313,1.8965765569552342,1.4892817623101906,14,12491
6,1.5800271351568758,1.496592416887338,1.503764459633684,1.7873984123703968,2.3724122804838044,3.1714647643593903,3.507326690450977,3.088641271618315,2.99659064181883,2.980665862693227,2.9444622166251406,2.9398530363400996,2.978069469489334,3.0557569640993676,3.3396655761975746,3.92617585397788,5.639063179487281,9.115433274339932,9.704263736683663,6.888389619202342,4.648449974266238,3.2151639693396983,2.1858753344987116,1.7509666550446215,14,14408
7,1.7545985399596524,1.6130606260811915,1.573619362380857,1.6616018870407392,1.8225317479047254,2.2476463053224247,3.193228374747352,4.737474775174205,6.13736506883939,7.011978792146149,7.293850461212476,7.189471096630296,6.521486315322748,5.647881464314553,5.001192954238155,4.525892900336957,4.327993835915252,4.460353137393665,5.0025119747217826,4.966294157660143,4.271238587522607,3.2990268306107646,2.4616519575926636,1.9189728982258667,14,11898
8,0.10689089137642414,0.10179089530979527,0.09600472043972177,0.10173469972230197,0.17607577921990283,0.23680472311750075,0.2406622576736442,0.21323315889743846,0.20990046045007904,0.19039677043022463,0.17556851457418302,0.16542024589776294,0.1556741073598075,0.15857228788359967,0.16282453051170784,0.17697891693625306,0.18801610310079686,0.23192015722167889,0.31154109094752663,0.33398205623407706,0.2975493137297707,0.21607239690381608,0.15049161093604452,0.12461738026856647,14,45432
9,0.5135244382788471,0.4921353820080654,0.48947734141143984,0.513763362548523,0.6910201919020218,1.0071889897755035,1.1149771434208045,0.9153822265057269,0.8414792956944546,0.7998789801362294,0.7754396121163989,0.7639223664615702,0.7660667157595592,0.7442817969399194,0.7486721335010328,0.7647947634827464,0.8205351326070361,1.055228007523468,1.4479401980977862,1.56729811782869,1.3436398684676725,0.9934632447733793,0.6988839802866481,0.5720771935454243,14,62511
10,0.8103153781747248,0.7819695231533171,0.7669189847528782,0.8068151526344327,0.962221770796129,1.2520979891345363,1.545777408795406,1.599978743912046,1.7166558556753597,1.7249274951214173,1.678448488549177,1.6553306289487557,1.642491449819473,1.6519908456504508,1.683066038961537,1.8460121159031695,2.1987475273229444,2.4054704620006375,1.946291460447058,1.7505532292168904,1.6036066899571284,1.3139471113582442,1.0034819921240488,0.8625796831948556,14,59579
11,3.2423863593949274,2.8671940922988988,2.698419536327428,2.8139367778129856,3.130610629592367,3.5816091928636373,4.94351880368741,6.806338029691965,8.604478442470832,9.70066330556612,10.26809669196465,10.52862394121564,10.739476254480952,10.602123159986006,10.089838235893286,9.77143840300762,9.892678929628419,10.507912787586244,11.283154872488955,10.706647978120344,9.118246089812235,7.121529512788391,5.11037852408723,3.9144749194040545,14,6034
12,2.4231945745292975,2.30962893327363,2.2815299846020958,2.4306227601113495,2.7541333199021136,3.491515015791964,4.345987212934468,4.204994531802576,3.794046034696014,3.461811875244996,3.3002321816598053,3.2723329365909555,3.3541822568297883,3.488039318505007,3.6494076038167513,3.8149875865279466,4.060291830599119,4.203966135724459,5.247305595733746,6.0653200360225235,5.02664049987557,4.083184770447598,3.193883632110383,2.6208437829271927,14,21177
13,1.851800659810725,1.6480291990366407,1.5938976607195936,1.6412328465988686,1.9619400696777913,3.241873480768761,4.141109852852464,3.4789291180351,2.996206981745735,2.923730674412,2.7362697169017833,2.642427145046372,2.5736929907249064,2.4979662838537102,2.5092367345039293,2.553481315431447,2.751867705657978,3.8678433211295604,6.804619387508693,9.921697652803415,10.843420476133629,8.548882567554378,5.015316782659775,2.9760805672463584,14,8218
